dimension,birth,death
1,36.838110992002,inf
1,35.24019598363672,inf
1,35.38944783440391,inf
1,35.663890139486604,inf
1,35.69414060680637,inf
1,35.94428098175189,inf
1,35.95535114878662,inf
1,36.09718192911593,inf
1,36.36517458843019,inf
1,36.369709214873595,inf
1,36.596107385754905,inf
1,36.643652310719254,inf
1,36.67319525937519,inf
1,34.92949433194461,inf
1,37.029766783134605,inf
1,37.249432627921486,inf
1,37.28724014685408,inf
1,37.46867254208949,inf
1,37.59142375521054,inf
1,37.64902192450732,inf
1,38.0334644434193,inf
1,38.03777460034242,inf
1,38.09696740858716,inf
1,38.272149081881224,inf
1,38.30145137672556,inf
1,31.687995502040952,inf
1,27.067385434591507,inf
1,27.36005328948311,inf
1,28.55581749116781,inf
1,29.107661852129755,inf
1,29.366549370106505,inf
1,30.28372247484137,inf
1,30.296429753556875,inf
1,30.38069445267474,inf
1,31.150390301680947,inf
1,31.530593054117944,inf
1,31.581902421236418,inf
1,48.615196066367965,inf
1,31.82027181763787,inf
1,32.20306589895596,inf
1,32.21487181165553,inf
1,32.67115183973056,inf
1,32.73548911783404,inf
1,32.817991374654014,inf
1,32.836068269769896,inf
1,33.195383588486216,inf
1,33.24110998507678,inf
1,33.37412306896005,inf
1,33.5582136208981,inf
1,45.38405240846795,inf
1,42.68789898456842,inf
1,42.79280015224217,inf
1,43.31341081720548,inf
1,43.661738525572,inf
1,43.722946002949044,inf
1,43.8491901132399,inf
1,44.456535232651994,inf
1,44.748280739955455,inf
1,44.77290897681613,inf
1,44.83483031955976,inf
1,45.06577887493279,inf
1,38.406223153117516,inf
1,45.490394817102725,inf
1,45.60716562796407,inf
1,45.96007994193728,inf
1,46.08733477961519,inf
1,46.79133932148907,inf
1,47.905225802193634,inf
1,48.165825287271964,inf
1,48.324177333443856,inf
1,48.40975191184739,inf
1,48.55248130489931,inf
1,48.60419322428279,inf
1,42.13999754952059,inf
1,42.57082900873048,inf
1,38.40452648438591,inf
1,38.50348063378968,inf
1,38.76413964222435,inf
1,38.77470076992595,inf
1,38.777582937514886,inf
1,38.81937018505624,inf
1,39.06569547358167,inf
1,39.283654189944826,inf
1,39.377565144846926,inf
1,39.45290554599034,inf
1,39.586583923244795,inf
1,39.939375976973785,inf
1,40.28937337731922,inf
1,40.2953264636104,inf
1,40.76421668854933,inf
1,41.20558098309063,inf
1,41.27316402774839,inf
1,41.41840554471662,inf
1,41.469756689212026,inf
1,42.02191644940953,inf
1,39.48681722112296,inf
1,27.006617819698317,49.22710953859569
1,27.41593138219302,49.49945562330303
1,28.293320975724377,49.93111535483774
1,27.007903797840868,48.17190321283191
1,25.97418045534659,46.57773992838316
1,29.213255876283256,49.63136143089087
1,25.854552672777665,45.799738036728606
1,28.51599061023955,48.08675568961744
1,28.62818873062007,48.08404652348379
1,27.704652920576446,46.67807912089898
1,27.196858402462297,45.910457996386
1,30.97615277048514,49.531905578806125
1,27.397320580835594,45.916175509530355
1,31.061908089417937,49.43456894174349
1,27.05119971882458,45.189092743456655
1,28.84124292535279,46.89448003953562
1,30.602290257297515,48.586175751044635
1,30.65273095486584,48.27370458336895
1,29.71765542610603,47.23715744513595
1,31.939976500897473,49.446081652894804
1,30.359272790340945,47.846114839986676
1,31.654909678782605,49.00451833173657
1,31.135211541553044,48.47931437996449
1,28.244008093819016,45.17376622195877
1,23.90557154842073,40.78853472552767
1,28.818886427251343,45.38937090344535
1,33.20427672854908,49.72922374533086
1,27.473901671168495,43.938152719242964
1,30.376245973296687,46.6668889523873
1,30.370233423631955,46.626287231960156
1,32.72591752991705,48.89783696918099
1,32.25893471444289,48.31929203762876
1,26.66605665573249,42.566290677177314
1,32.46462214314902,48.31426280488621
1,31.669641430711383,47.47665823758759
1,32.08646038657643,47.8310154704154
1,28.32036036227702,43.94683634468052
1,31.074201576423874,46.5319464265952
1,26.27932033967428,41.645060115037225
1,25.05632042886655,40.14801252112578
1,33.227465044028506,48.219113629762155
1,32.4613208511904,47.42157010647771
1,30.22715535540545,45.04693078808776
1,30.399761898306263,45.02891570931071
1,33.25510070687539,47.76247729216346
1,24.085843565209885,38.496224748199474
1,31.91433677195672,46.23862013010854
1,25.33925215573182,39.657457252396995
1,34.42492698693499,48.607535074002946
1,27.222428051755656,41.21117872713426
1,26.214193891866742,40.20149191942153
1,31.212824684787797,45.107616825026554
1,27.463386778145992,41.280337735937565
1,28.18568615906076,41.64103707540323
1,25.919501505604234,39.30284222507158
1,34.54410960178703,47.898507913621984
1,35.64795773016028,48.873154948368764
1,35.18764001006509,48.3843382026057
1,26.702868962015042,39.842202134451966
1,25.0676806376509,38.1416470319778
1,29.126808099944427,42.18607202525435
1,36.901891987338175,49.79927477946216
1,26.20035780191936,38.84119447530085
1,33.13200076135776,45.748740846518274
1,35.64323607313258,48.158737180181475
1,33.76828344056962,46.26504660754446
1,29.441171498016708,41.919228846328686
1,27.372766301570657,39.7658532358764
1,22.496054348998914,34.81754686137101
1,34.6432401430715,46.931216389725776
1,31.463758509914495,43.751115088553824
1,34.81429588235288,47.04103136588349
1,36.012185079271774,48.198665462013956
1,33.408280871299155,45.54548389263145
1,33.31976990382901,45.40233742705122
1,34.814678766100194,46.875867766918155
1,27.20697829492624,39.25521911464263
1,27.244854779290634,39.143887846998915
1,34.759242155076535,46.59015288432592
1,25.027105956527613,36.82948637090089
1,29.381704641170238,41.14751202321585
1,29.729974405459572,41.47874876273736
1,28.751070985232385,40.47610116150043
1,26.99061946372078,38.66746188829627
1,36.158027107479825,47.815424419264076
1,28.960853103501176,40.60253167769407
1,33.51597289747344,45.1510144417249
1,33.49797126854372,45.12307753198157
1,34.71156463381834,46.21513624650814
1,37.728617224280036,49.144266330245266
1,35.49584078517725,46.89427489230347
1,27.672448403330506,39.035207512508315
1,38.27197080509243,49.600087382052415
1,30.858670742054734,42.183803917249676
