dimension,birth,death
1,67.90680563663443,inf
1,60.20355131477389,inf
1,50.604158404414605,inf
1,37.87050139274763,inf
1,32.89947500195034,97.58097915532237
1,35.874221838825044,96.37017929138109
1,43.43702383536505,98.21739107505513
1,36.454563765720096,88.46423462083074
1,35.89604772648469,80.73572411706431
1,35.959865412564795,75.5737569780295
1,32.954942917797,70.68765778756446
1,38.926709325989854,76.02356788906069
1,35.83361030705513,71.98572336846027
1,44.361547273076724,78.62798016567609
1,34.29250258984539,67.38596540780509
1,38.89341161602122,71.44428670834513
1,38.865289099071,71.162624859983
1,33.19313693782049,64.90069768939843
1,36.85432471825871,67.29605623312364
1,33.411256739788556,63.66280909281184
1,39.660266584288294,69.8213655785361
1,32.71451211887172,62.516238022314205
1,35.08914284915069,64.49844205634547
1,35.37070976429207,64.41494759650304
1,32.44489026543521,61.39548213286081
1,31.074080282344724,59.84820314881948
1,34.17425307159563,62.39628415353031
1,30.264716534540252,58.29803213268528
1,38.3967211230769,66.30796866646361
1,36.60310042765672,64.12791893371714
1,32.450224938184704,59.73420632618785
1,39.39281071092097,66.49231488576494
1,36.72872411311489,63.71158411159323
1,39.555322406005686,66.00835730620629
1,69.60411239694729,95.95498874101705
1,33.10119626940713,59.417425533725016
1,34.36372459994619,60.52300003045582
1,32.69865429789918,58.58840302962005
1,35.78394961035548,61.606524543096604
1,35.49179123644883,61.27752807077523
1,35.653747530599745,61.31150366008759
1,37.95499332682494,63.561119025277094
1,39.70898309381621,65.22252838558398
1,38.156891222831824,63.49684081982688
1,36.87667533292034,61.801720509583845
1,38.40429793367527,63.22757300683167
1,34.887958949752544,59.52809060655736
1,40.04305293407917,64.6496661392083
1,70.66704740418754,95.12830796805248
1,42.51822431343601,66.75353423363748
1,50.68388659470197,74.7609478186969
1,33.35392988799451,57.40767622836492
1,37.77382944245241,61.76536654769837
1,37.449761933469865,61.36233368012978
1,35.090303627861395,58.68618353230424
1,34.70464886706343,58.24212838109779
1,33.31420687986536,56.738413469642566
1,38.32024629194399,61.58257058661715
1,46.60654167794372,69.7286890450703
1,30.99872113838565,54.09533080451941
1,39.10629786291284,62.05110676454469
1,36.14810677860371,59.06474935499798
1,33.21111143163003,56.072799045183345
1,42.32243478803001,65.13986157368659
1,38.15517578221812,60.65386566066816
1,29.593980169564922,51.97163178562579
1,42.180360586887055,64.42155651916312
1,32.60416937670612,54.671456942593544
1,37.08878594399333,59.05163227605615
1,41.71467109677544,63.2349015499174
1,29.535206752732527,51.03239593325175
1,41.02695888432281,62.38732142110468
1,36.05448181641459,57.212334321781
1,35.69920232662465,56.815734008770164
1,36.519798242247454,57.37999256996153
1,30.90727759531155,51.62579638852426
1,38.99917296629097,59.6174791148092
1,31.155327572881816,51.75822598451522
1,31.64947349654188,52.17060870684844
1,35.0102360381739,55.29256947980172
1,44.5668341486519,64.68627547606367
1,43.58463305639644,63.6832644657766
1,28.26554094873448,48.13966402427768
1,32.70682327448529,52.523119822227855
1,30.665264560613366,50.449446901028516
1,42.715507148324534,62.48453725879815
1,34.60595038040837,54.275233443382916
1,37.47953585370178,56.976672340389236
1,40.227480908611184,59.63897554741925
1,37.97093239236987,57.180306913074595
1,40.383334876619735,59.537566838771646
1,48.47924386383274,67.56544908561044
1,40.433627450660374,59.49581858907557
1,41.450301439662915,60.480949245262934
1,66.36114144041643,85.35774893123185
1,33.12614359536476,52.114812305015114
1,32.063340666531786,51.007671643554865
1,39.173926982176354,57.968639346749995
1,33.2214269897152,51.883696944354895
1,47.93383873786593,66.41988991119777
1,34.201782871899255,52.56684336103086
1,30.358794771727947,48.72267029779046
1,30.530463540419703,48.86854853605071
1,27.77149312620029,46.081378100942
1,42.94491833955436,61.14948870272876
1,42.60535621886322,60.8096834356388
1,47.307185536267795,65.50945812056149
1,25.40544069480288,43.496901658975204
1,33.68614078095227,51.64207893139197
1,38.57941243271381,56.51767484174153
1,27.23479995308846,45.01594129607644
1,40.013888628809525,57.70134713334207
1,32.963445586511604,50.357032131672526
1,25.879077182324554,43.18504881896237
1,32.695510839367095,49.99432871156688
1,37.958010366256524,55.1646805662082
1,35.2425775254208,52.44159720843074
1,37.270403858556705,54.4215915841116
1,73.34668572823159,90.46907711046396
1,29.259666682515324,46.36321479405412
1,36.1604738855765,53.22689489059674
1,33.3447376266769,50.40473341098484
1,27.77326319610219,44.83175523939272
1,33.51942658851389,50.547109684275696
1,35.894260651188205,52.886500569929666
1,33.45025272086982,50.264386073299505
1,30.98540706324403,47.7921722255405
1,38.5490256439272,55.34587693732142
1,30.13565794149528,46.92209746310701
1,36.46149823422672,53.2083367644142
1,31.81451313922208,48.3549701856537
1,33.69746255954387,50.23239314469364
1,35.045730576568964,51.57708698471021
1,31.08906068597617,47.578548897553496
1,40.05832305883564,56.462348323663996
1,40.6758090899069,56.946434875901936
1,34.79111672119226,51.046151892474995
1,40.0392123839191,55.84184897881819
1,38.73144073319379,54.530168253591086
1,40.7760695828994,56.574536588889
1,42.26575837777249,58.03646537913942
1,40.17929939276437,55.93779126488556
1,31.263133902176968,46.96027105836029
1,83.20648205553536,98.90298109883554
1,39.5311083891116,55.07721622662442
1,30.73832671916564,46.22645302987478
1,37.65583414376716,53.05946722080047
1,34.2369761007293,49.42718786056498
1,43.29503360772877,58.47536656481834
1,38.47611010756486,53.6267120929659
1,35.06991835865571,50.15353032350325
1,44.26463370438435,59.34171944810833
1,42.5108509891257,57.58266207377842
1,37.71278625040723,52.490252266414004
1,38.22380910443644,52.910276633635426
1,47.253401893007776,61.8869430059132
1,41.0750590023158,55.703196700702165
1,51.74136915811963,66.36883183676751
1,37.89602587127757,52.5126398507945
1,39.38033647725155,53.99036434007359
1,32.90808754407342,47.45956057919206
1,32.01803736842051,46.467855731896464
1,47.67700330128581,61.98623846583112
1,35.139483656580175,49.39768125950919
1,36.14954836631047,50.368994559959816
1,49.909338930440924,64.08147149104752
