phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
stromal cells,Stromal,51125.0,AGSCC_1_51125,34498.6833541927,5962.76971214018
stromal cells,Stromal,51156.0,AGSCC_1_51156,34611.2547468354,4988.06329113924
stromal cells,Stromal,52444.0,AGSCC_1_52444,34596.75,5541.71180555556
stromal cells,Stromal,52698.0,AGSCC_1_52698,35824.6337209302,5986.63953488372
stromal cells,Stromal,52970.0,AGSCC_1_52970,34720.9315263909,5012.93009985735
stromal cells,Stromal,53400.0,AGSCC_1_53400,34933.2750809061,7525.86515641855
NK,NK,53685.0,AGSCC_1_53685,35531.6294117647,5319.64117647059
stromal cells,Stromal,54730.0,AGSCC_1_54730,35322.6626054358,6916.85004686036
stromal cells,Stromal,54858.0,AGSCC_1_54858,35225.6871165644,6775.4672801636
effector CD8+ T cells,Effector CD8+ T cells,56121.0,AGSCC_1_56121,34938.5525114155,5897.2602739726
stromal cells,Stromal,56124.0,AGSCC_1_56124,35446.4489795918,6358.88921282799
stromal cells,Stromal,56151.0,AGSCC_1_56151,35558.3978300181,5323.5226039783
Ki67+ tumor cells,Ki67+ tumor,56647.0,AGSCC_1_56647,34775.4311377246,4444.20273738238
memory CD8+ T cells,Effector CD8+ T cells,57341.0,AGSCC_1_57341,34691.8733850129,7546.22480620155
stromal cells,Stromal,58082.0,AGSCC_1_58082,35454.1996124031,6732.36434108527
stromal cells,Stromal,58276.0,AGSCC_1_58276,34351.2306733167,5837.83665835411
tumor cells,Tumor,58754.0,AGSCC_1_58754,34926.541210795,6522.43034281546
stromal cells,Stromal,58927.0,AGSCC_1_58927,35582.1564356436,6618.94158415842
stromal cells,Stromal,59017.0,AGSCC_1_59017,35029.9015025042,6200.42904841402
dendritic cells,Dendritic cells,59764.0,AGSCC_1_59764,34399.3278236915,5784.78787878788
stromal cells,Stromal,60335.0,AGSCC_1_60335,35476.3990450205,6521.67530695771
stromal cells,Stromal,60871.0,AGSCC_1_60871,35544.0054764513,5541.5443592552
stromal cells,Stromal,60964.0,AGSCC_1_60964,34877.5543735225,6218.46926713948
stromal cells,Stromal,61204.0,AGSCC_1_61204,35193.1801242236,5800.81444099379
Ki67+ tumor cells,Ki67+ tumor,61236.0,AGSCC_1_61236,34548.7166257166,5903.74692874693
stromal cells,Stromal,61879.0,AGSCC_1_61879,35486.466083151,5853.35886214442
dendritic cells,Dendritic cells,64185.0,AGSCC_1_64185,35549.4411214953,5760.26355140187
tumor cells,Tumor,64307.0,AGSCC_1_64307,34422.0806257521,4536.13718411552
stromal cells,Stromal,66754.0,AGSCC_1_66754,35434.5983935743,6027.18674698795
memory CD8+ T cells,Effector CD8+ T cells,68333.0,AGSCC_1_68333,35230.8926553672,5690.54048964218
tumor cells,Tumor,68407.0,AGSCC_1_68407,34464.7197898424,7470.60945709282
stromal cells,Stromal,69577.0,AGSCC_1_69577,35191.4946236559,5665.26523297491
tumor cells,Tumor,69683.0,AGSCC_1_69683,34602.6628477905,4249.15220949263
stromal cells,Stromal,69931.0,AGSCC_1_69931,34506.0612244898,5859.8806122449
stromal cells,Stromal,70367.0,AGSCC_1_70367,35677.4821150855,5571.35147744946
stromal cells,Stromal,73600.0,AGSCC_1_73600,35147.4674556213,6660.1325443787
stromal cells,Stromal,73897.0,AGSCC_1_73897,34159.9077568134,5887.33962264151
Ki67+ tumor cells,Ki67+ tumor,73983.0,AGSCC_1_73983,34590.7277867528,5327.29079159935
stromal cells,Stromal,74616.0,AGSCC_1_74616,34360.2277936963,5534.89398280802
memory CD4+ T cells,Regulatory T cells,75484.0,AGSCC_1_75484,34831.3848238482,6071.0081300813
other APCs,Other APCs,75489.0,AGSCC_1_75489,35822.5500982318,5712.92337917485
Ki67+ tumor cells,Ki67+ tumor,76110.0,AGSCC_1_76110,35470.3871951219,5275.82774390244
tumor cells,Tumor,77472.0,AGSCC_1_77472,35125.9386138614,6695.81386138614
stromal cells,Stromal,78055.0,AGSCC_1_78055,34427.9565217391,4292.06296851574
dendritic cells,Dendritic cells,78200.0,AGSCC_1_78200,34804.8111332008,5318.15705765408
Ki67+ tumor cells,Ki67+ tumor,78472.0,AGSCC_1_78472,34594.3429256595,4216.62589928058
stromal cells,Stromal,79072.0,AGSCC_1_79072,34691.9840425532,5037.52304964539
stromal cells,Stromal,80563.0,AGSCC_1_80563,34131.9096045198,5875.56271186441
stromal cells,Stromal,80759.0,AGSCC_1_80759,34687.6995169082,5346.41835748792
memory CD4+ T cells,Regulatory T cells,81523.0,AGSCC_1_81523,34770.2333333333,6171.22962962963
Ki67+ tumor cells,Ki67+ tumor,81907.0,AGSCC_1_81907,34787.5706806283,4540.04921465969
tumor cells,Tumor,82220.0,AGSCC_1_82220,34448.2598566308,4257.64695340502
Ki67+ tumor cells,Ki67+ tumor,85739.0,AGSCC_1_85739,34670.7597122302,7481.32517985612
tumor cells,Tumor,86481.0,AGSCC_1_86481,34857.353460972,4757.46686303387
Ki67+ tumor cells,Ki67+ tumor,87622.0,AGSCC_1_87622,35624.9791666667,5383.10807291667
tumor cells,Tumor,88736.0,AGSCC_1_88736,34932.9,4771.84285714286
CD4+ T cells,CD4+ T cells,89091.0,AGSCC_1_89091,34731.6972111554,4505.3984063745
Ki67+ tumor cells,Ki67+ tumor,91316.0,AGSCC_1_91316,34423.5666178624,5249.80087847731
Ki67+ tumor cells,Ki67+ tumor,92244.0,AGSCC_1_92244,34845.4063400576,4910.87463976945
stromal cells,Stromal,92746.0,AGSCC_1_92746,35585.9697933227,6445.29809220986
NK,NK,92834.0,AGSCC_1_92834,34447.5158831004,4420.84243964422
CD4+ T cells,CD4+ T cells,93362.0,AGSCC_1_93362,34166.1764705882,5427.8431372549
Ki67+ tumor cells,Ki67+ tumor,95019.0,AGSCC_1_95019,34544.735042735,7571.77279202279
stromal cells,Stromal,95188.0,AGSCC_1_95188,34409.6869158878,5980.99221183801
stromal cells,Stromal,96540.0,AGSCC_1_96540,34837.4770206022,6540.07131537242
memory CD8+ T cells,Effector CD8+ T cells,98961.0,AGSCC_1_98961,34477.6432748538,4682.33918128655
neutrophils,Neutrophils,99022.0,AGSCC_1_99022,34602.462962963,4762.44444444444
stromal cells,Stromal,99032.0,AGSCC_1_99032,35012.4487562189,6437.22587064677
stromal cells,Stromal,99150.0,AGSCC_1_99150,34912.6823027719,6477.45842217484
memory CD8+ T cells,Effector CD8+ T cells,99416.0,AGSCC_1_99416,34860.0068649886,6679.45308924485
stromal cells,Stromal,99518.0,AGSCC_1_99518,35425.7813765182,5776.37854251012
tumor cells,Tumor,100019.0,AGSCC_1_100019,34916.3222866611,4836.37945318973
tumor cells,Tumor,100859.0,AGSCC_1_100859,34628.6778947368,4279.74526315789
stromal cells,Stromal,102297.0,AGSCC_1_102297,34620.7232924694,5439.46935201401
memory CD8+ T cells,Effector CD8+ T cells,102883.0,AGSCC_1_102883,35912.9446808511,4910.43829787234
endothelial cells,Endothelial,103689.0,AGSCC_1_103689,35216.7402061856,6734.23092783505
stromal cells,Stromal,103915.0,AGSCC_1_103915,35352.5694716243,6780.21722113503
stromal cells,Stromal,105703.0,AGSCC_1_105703,34945.4846153846,6808.36153846154
stromal cells,Stromal,107078.0,AGSCC_1_107078,34862.7409638554,7495.68825301205
memory CD4+ T cells,Regulatory T cells,107108.0,AGSCC_1_107108,34822.4435028249,6090.37853107345
regulatory T cells,Regulatory T cells,108101.0,AGSCC_1_108101,35010.2714285714,5874.55142857143
B cells,B cells,108883.0,AGSCC_1_108883,34858.7058823529,4256.24369747899
stromal cells,Stromal,108972.0,AGSCC_1_108972,34725.4144385027,6182.65240641711
other APCs,Other APCs,109601.0,AGSCC_1_109601,34788.2242424242,6430.57272727273
CD4+ T cells,CD4+ T cells,109910.0,AGSCC_1_109910,34801.9597855228,7468.34316353887
Ki67+ tumor cells,Ki67+ tumor,111299.0,AGSCC_1_111299,35069.5708061002,6821.71459694989
Ki67+ tumor cells,Ki67+ tumor,111521.0,AGSCC_1_111521,34528.5050878816,7506.73913043478
stromal cells,Stromal,111639.0,AGSCC_1_111639,35686.1618122977,5321.56634304207
Ki67+ tumor cells,Ki67+ tumor,111781.0,AGSCC_1_111781,34672.0845697329,5057.78635014837
stromal cells,Stromal,112313.0,AGSCC_1_112313,34739.0471204189,4832.0890052356
memory CD4+ T cells,Regulatory T cells,113936.0,AGSCC_1_113936,34481.5083713851,4529.8599695586
Ki67+ tumor cells,Ki67+ tumor,114769.0,AGSCC_1_114769,35411.6164978292,5246.91751085383
tumor cells,Tumor,115791.0,AGSCC_1_115791,34970.0118343195,6550.81360946746
tumor cells,Tumor,116575.0,AGSCC_1_116575,35409.9605263158,6959.71381578947
stromal cells,Stromal,116734.0,AGSCC_1_116734,35245.7755102041,6703.80408163265
stromal cells,Stromal,117283.0,AGSCC_1_117283,35832.3288461538,6134.83846153846
dendritic cells,Dendritic cells,117390.0,AGSCC_1_117390,35708.5555555556,6017.67824074074
effector CD8+ T cells,Effector CD8+ T cells,117875.0,AGSCC_1_117875,35078.5341426404,5438.2124430956
memory CD8+ T cells,Effector CD8+ T cells,118377.0,AGSCC_1_118377,34761.3738601824,6064.67477203647
endothelial cells,Endothelial,118949.0,AGSCC_1_118949,35775.1259720062,5742.66251944012
tumor cells,Tumor,118966.0,AGSCC_1_118966,34981.3092783505,4227.80412371134
endothelial cells,Endothelial,120128.0,AGSCC_1_120128,35899.9964788732,6113.29577464789
memory CD8+ T cells,Effector CD8+ T cells,121085.0,AGSCC_1_121085,34465.2473867596,5928.37282229965
other APCs,Other APCs,121971.0,AGSCC_1_121971,34473.6967213115,4218.20765027322
effector CD8+ T cells,Effector CD8+ T cells,123664.0,AGSCC_1_123664,34538.6948356807,5499.81220657277
stromal cells,Stromal,124757.0,AGSCC_1_124757,34798.2014856082,4851.81058495822
stromal cells,Stromal,125586.0,AGSCC_1_125586,34678.1338582677,4749.52755905512
tumor cells,Tumor,125970.0,AGSCC_1_125970,34540.1233333333,5631.43666666667
stromal cells,Stromal,126067.0,AGSCC_1_126067,35776.6982591876,6139.06576402321
Ki67+ tumor cells,Ki67+ tumor,127295.0,AGSCC_1_127295,34534.5007194245,4364.22302158273
tumor cells,Tumor,128356.0,AGSCC_1_128356,34485.1821631879,4379.27134724858
stromal cells,Stromal,128956.0,AGSCC_1_128956,34874.605450237,5572.11374407583
tumor cells,Tumor,129749.0,AGSCC_1_129749,35891.0091407678,5273.14808043876
effector CD8+ T cells,Effector CD8+ T cells,130408.0,AGSCC_1_130408,34953.718113612,6741.94319399786
stromal cells,Stromal,130481.0,AGSCC_1_130481,35778.0090909091,6104.83246753247
M2 macrophages,M2 macrophages,130659.0,AGSCC_1_130659,35882.6048780488,5666.54634146342
tumor cells,Tumor,131191.0,AGSCC_1_131191,35761.6839186691,5021.39001848429
stromal cells,Stromal,132863.0,AGSCC_1_132863,35082.2216890595,6523.61420345489
stromal cells,Stromal,134074.0,AGSCC_1_134074,35045.1752951862,5578.69754768392
other APCs,Other APCs,136881.0,AGSCC_1_136881,35006.3210227273,5484.9375
stromal cells,Stromal,137028.0,AGSCC_1_137028,34690.2636363636,4635.75454545455
stromal cells,Stromal,137236.0,AGSCC_1_137236,35856.2614503817,5254.31488549618
stromal cells,Stromal,137386.0,AGSCC_1_137386,35771.952853598,5171.9776674938
stromal cells,Stromal,138387.0,AGSCC_1_138387,34572.1329545455,5818.26590909091
memory CD8+ T cells,Effector CD8+ T cells,139239.0,AGSCC_1_139239,34822.5211864407,5934.78813559322
stromal cells,Stromal,139561.0,AGSCC_1_139561,34615.8685258964,4824.0219123506
stromal cells,Stromal,140463.0,AGSCC_1_140463,34607.0712328767,5985.15068493151
Ki67+ tumor cells,Ki67+ tumor,140481.0,AGSCC_1_140481,35071.2749638205,4237.98697539797
memory CD4+ T cells,Regulatory T cells,141038.0,AGSCC_1_141038,35768.955801105,5647.57458563536
dendritic cells,Dendritic cells,142811.0,AGSCC_1_142811,35057.7591623037,6652.13089005236
stromal cells,Stromal,143022.0,AGSCC_1_143022,34888.0494382022,6514.22359550562
stromal cells,Stromal,143161.0,AGSCC_1_143161,34549.4,4947.9
stromal cells,Stromal,143442.0,AGSCC_1_143442,34867.1797235023,6428.6267281106
stromal cells,Stromal,143632.0,AGSCC_1_143632,35476.6955503513,5248.84074941452
tumor cells,Tumor,143848.0,AGSCC_1_143848,35930.5056818182,4736.60795454545
dendritic cells,Dendritic cells,143992.0,AGSCC_1_143992,35811.1512195122,5749.88292682927
stromal cells,Stromal,144602.0,AGSCC_1_144602,34782.1578947368,5053.24493927126
stromal cells,Stromal,145285.0,AGSCC_1_145285,35770.3686176837,5141.08468244085
stromal cells,Stromal,145331.0,AGSCC_1_145331,35490.215,5877.22
stromal cells,Stromal,145392.0,AGSCC_1_145392,34996.2725788901,5580.35146898803
memory CD8+ T cells,Effector CD8+ T cells,147452.0,AGSCC_1_147452,34806.073313783,5881.24926686217
stromal cells,Stromal,147563.0,AGSCC_1_147563,35052.2269624573,5506.6638225256
tumor cells,Tumor,148180.0,AGSCC_1_148180,35837.8295454545,5479.21266233766
stromal cells,Stromal,148638.0,AGSCC_1_148638,35552.9312,5004.4336
tumor cells,Tumor,149159.0,AGSCC_1_149159,34982.557312253,4168.32015810277
stromal cells,Stromal,149258.0,AGSCC_1_149258,34615.5008880995,7364.22024866785
stromal cells,Stromal,149792.0,AGSCC_1_149792,35609.0263620387,4979.52899824253
memory CD8+ T cells,Effector CD8+ T cells,150668.0,AGSCC_1_150668,34774.6755162242,6250.34808259587
tumor cells,Tumor,151085.0,AGSCC_1_151085,35178.1866251944,6860.30637636081
endothelial cells,Endothelial,151166.0,AGSCC_1_151166,34915.0346320346,6018.66522366522
stromal cells,Stromal,152244.0,AGSCC_1_152244,35418.5324532453,6475.04070407041
tumor cells,Tumor,152947.0,AGSCC_1_152947,34563.9840909091,4207.69431818182
stromal cells,Stromal,154179.0,AGSCC_1_154179,35786.8975672215,5790.16517285531
stromal cells,Stromal,155202.0,AGSCC_1_155202,34223.7277227723,5466.87128712871
stromal cells,Stromal,158334.0,AGSCC_1_158334,34981.2274939173,7520.64233576642
stromal cells,Stromal,159502.0,AGSCC_1_159502,35697.4462809917,5763.81983471074
tumor cells,Tumor,159571.0,AGSCC_1_159571,34827.7628062361,4884.88530066815
dendritic cells,Dendritic cells,160106.0,AGSCC_1_160106,34120.4440894569,5649.48242811502
memory CD4+ T cells,Regulatory T cells,160580.0,AGSCC_1_160580,34805.5681818182,6047.68181818182
Ki67+ tumor cells,Ki67+ tumor,160816.0,AGSCC_1_160816,35339.4144869215,5311.91549295775
stromal cells,Stromal,161297.0,AGSCC_1_161297,35740.536809816,5701.02147239264
tumor cells,Tumor,161925.0,AGSCC_1_161925,34688.6397515528,4226.59213250518
stromal cells,Stromal,163900.0,AGSCC_1_163900,34440.744047619,5753.05654761905
stromal cells,Stromal,164249.0,AGSCC_1_164249,34866.6898395722,4937.32085561497
Ki67+ tumor cells,Ki67+ tumor,165380.0,AGSCC_1_165380,35157.299270073,5441.97323600973
stromal cells,Stromal,165441.0,AGSCC_1_165441,35047.494894486,5629.50782845473
stromal cells,Stromal,165525.0,AGSCC_1_165525,35434.6899350649,5714.00162337662
stromal cells,Stromal,165834.0,AGSCC_1_165834,34124.5823754789,5594.7030651341
stromal cells,Stromal,165849.0,AGSCC_1_165849,35375.7852348993,6187.08724832215
memory CD8+ T cells,Effector CD8+ T cells,166583.0,AGSCC_1_166583,35478.7490196078,5812.80392156863
memory CD8+ T cells,Effector CD8+ T cells,166686.0,AGSCC_1_166686,35896.0,4860.46666666667
Ki67+ tumor cells,Ki67+ tumor,167008.0,AGSCC_1_167008,34881.1469098278,4696.6798378926
stromal cells,Stromal,167192.0,AGSCC_1_167192,34301.6198630137,5935.17294520548
stromal cells,Stromal,167293.0,AGSCC_1_167293,34909.6865148862,6643.87915936953
stromal cells,Stromal,167434.0,AGSCC_1_167434,34498.2455621302,5601.24556213018
memory CD4+ T cells,Regulatory T cells,167743.0,AGSCC_1_167743,34458.3317757009,4684.01401869159
tumor cells,Tumor,167833.0,AGSCC_1_167833,35930.3319838057,4760.60931174089
effector CD8+ T cells,Effector CD8+ T cells,167984.0,AGSCC_1_167984,34916.0730538922,6782.44910179641
Ki67+ tumor cells,Ki67+ tumor,168080.0,AGSCC_1_168080,34818.975308642,4766.59964726631
memory CD8+ T cells,Effector CD8+ T cells,168964.0,AGSCC_1_168964,34623.8058968059,7469.53562653563
tumor cells,Tumor,169299.0,AGSCC_1_169299,35509.8245614035,5012.522417154
stromal cells,Stromal,169902.0,AGSCC_1_169902,34469.3507462687,4969.75
Ki67+ tumor cells,Ki67+ tumor,170455.0,AGSCC_1_170455,34799.1198191409,5701.64204973625
stromal cells,Stromal,170601.0,AGSCC_1_170601,35534.4580152672,5447.32442748092
stromal cells,Stromal,170747.0,AGSCC_1_170747,34361.2506426735,5996.72493573265
stromal cells,Stromal,171316.0,AGSCC_1_171316,34898.1659070191,4781.72014585232
stromal cells,Stromal,171691.0,AGSCC_1_171691,34611.9139072848,4769.35099337748
stromal cells,Stromal,171772.0,AGSCC_1_171772,35368.3792544571,5285.69854132901
stromal cells,Stromal,171792.0,AGSCC_1_171792,35515.7283950617,5295.14320987654
endothelial cells,Endothelial,172489.0,AGSCC_1_172489,34790.6944444444,5990.53395061728
stromal cells,Stromal,173321.0,AGSCC_1_173321,35848.3159246575,6254.89297945206
stromal cells,Stromal,173871.0,AGSCC_1_173871,34392.3690078038,5838.95206243032
CD4+ T cells,CD4+ T cells,174352.0,AGSCC_1_174352,34769.690376569,4577.83263598326
stromal cells,Stromal,174397.0,AGSCC_1_174397,34644.4450757576,4834.64393939394
tumor cells,Tumor,174427.0,AGSCC_1_174427,35112.7729007634,6829.32061068702
stromal cells,Stromal,174873.0,AGSCC_1_174873,34881.7,6609.0776119403
stromal cells,Stromal,175000.0,AGSCC_1_175000,35513.8885017422,6650.71428571429
dendritic cells,Dendritic cells,176274.0,AGSCC_1_176274,34612.3025936599,7388.93948126801
stromal cells,Stromal,178068.0,AGSCC_1_178068,34726.017167382,4953.91845493562
Ki67+ tumor cells,Ki67+ tumor,178086.0,AGSCC_1_178086,35393.7904929577,6171.125
effector CD8+ T cells,Effector CD8+ T cells,179874.0,AGSCC_1_179874,34894.0813559322,4437.22711864407
stromal cells,Stromal,179884.0,AGSCC_1_179884,35339.9798657718,6215.40436241611
Ki67+ tumor cells,Ki67+ tumor,182109.0,AGSCC_1_182109,34603.1471103327,5026.02977232925
Ki67+ tumor cells,Ki67+ tumor,182220.0,AGSCC_1_182220,35366.0830704522,6832.58569926393
stromal cells,Stromal,182274.0,AGSCC_1_182274,35584.2037325039,4973.02799377916
stromal cells,Stromal,182537.0,AGSCC_1_182537,34864.0510440835,6357.02320185615
dendritic cells,Dendritic cells,182985.0,AGSCC_1_182985,34761.1346534653,6560.91485148515
other APCs,Other APCs,183193.0,AGSCC_1_183193,34914.2515923567,6097.87048832272
effector CD8+ T cells,Effector CD8+ T cells,183362.0,AGSCC_1_183362,35270.2235915493,5629.07394366197
stromal cells,Stromal,184067.0,AGSCC_1_184067,35300.7869649805,6233.36770428016
stromal cells,Stromal,184534.0,AGSCC_1_184534,35219.7173913043,6887.48976982097
CD4+ T cells,CD4+ T cells,185012.0,AGSCC_1_185012,34819.1512027491,4568.33161512028
stromal cells,Stromal,185416.0,AGSCC_1_185416,34975.790625,5434.246875
stromal cells,Stromal,185521.0,AGSCC_1_185521,34931.8413461538,6613.89903846154
stromal cells,Stromal,185604.0,AGSCC_1_185604,34715.9217002237,5353.8903803132
memory CD4+ T cells,Regulatory T cells,185633.0,AGSCC_1_185633,34765.5845070423,6517.09507042254
Ki67+ tumor cells,Ki67+ tumor,185746.0,AGSCC_1_185746,34841.0737279335,4813.88888888889
stromal cells,Stromal,185905.0,AGSCC_1_185905,35757.5684454756,5688.75406032483
stromal cells,Stromal,186841.0,AGSCC_1_186841,35128.7869692533,6960.48682284041
stromal cells,Stromal,187225.0,AGSCC_1_187225,34215.0322003578,5896.38282647585
effector CD8+ T cells,Effector CD8+ T cells,187285.0,AGSCC_1_187285,34874.6386687797,6655.14580031696
stromal cells,Stromal,187286.0,AGSCC_1_187286,34412.8575458392,5669.81664315938
memory CD4+ T cells,Regulatory T cells,187522.0,AGSCC_1_187522,34456.5801526718,4658.97328244275
stromal cells,Stromal,188136.0,AGSCC_1_188136,35376.3637583893,5321.19060402685
Ki67+ tumor cells,Ki67+ tumor,188328.0,AGSCC_1_188328,35453.5939393939,5916.47878787879
stromal cells,Stromal,188786.0,AGSCC_1_188786,35732.7091633466,5946.51394422311
endothelial cells,Endothelial,189204.0,AGSCC_1_189204,34992.1618122977,4152.68284789644
tumor cells,Tumor,189417.0,AGSCC_1_189417,34713.3773333333,7485.07733333333
Unknown,Other,189606.0,AGSCC_1_189606,34479.8819672131,5583.60327868852
stromal cells,Stromal,189637.0,AGSCC_1_189637,35348.8863636364,6447.70187165775
other APCs,Other APCs,190219.0,AGSCC_1_190219,35083.4878892734,6039.59861591696
Ki67+ tumor cells,Ki67+ tumor,190612.0,AGSCC_1_190612,34889.4233128834,4859.92842535787
tumor cells,Tumor,191562.0,AGSCC_1_191562,34390.1461988304,5542.71637426901
M2 macrophages,M2 macrophages,191766.0,AGSCC_1_191766,34753.6784922395,4659.31929046563
Ki67+ tumor cells,Ki67+ tumor,191812.0,AGSCC_1_191812,35858.9262981575,4791.74371859296
stromal cells,Stromal,191930.0,AGSCC_1_191930,34965.7853025937,5373.32564841499
stromal cells,Stromal,192557.0,AGSCC_1_192557,35036.2720694645,6912.72214182344
neutrophils,Neutrophils,193275.0,AGSCC_1_193275,34517.2347826087,4932.7652173913
stromal cells,Stromal,193771.0,AGSCC_1_193771,35292.5950226244,5938.50226244344
stromal cells,Stromal,193855.0,AGSCC_1_193855,35397.1695108077,5943.08646188851
stromal cells,Stromal,194334.0,AGSCC_1_194334,34849.8,6046.18490566038
Unknown,Other,194588.0,AGSCC_1_194588,35346.6307692308,5716.00256410256
stromal cells,Stromal,196095.0,AGSCC_1_196095,35423.6317689531,6095.4440433213
