phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
Ki67+ tumor cells,Ki67+ tumor,609.0,FAAGSCC_13_609,46000.747553816,23624.2583170254
Ki67+ tumor cells,Ki67+ tumor,663.0,FAAGSCC_13_663,46337.4504672897,23295.7401869159
Ki67+ tumor cells,Ki67+ tumor,759.0,FAAGSCC_13_759,46054.1015452539,23813.5938189845
Ki67+ tumor cells,Ki67+ tumor,811.0,FAAGSCC_13_811,46147.2626931567,23248.4348785872
tumor cells,Tumor,1801.0,FAAGSCC_13_1801,45238.5412844037,23639.952293578
Ki67+ tumor cells,Ki67+ tumor,1989.0,FAAGSCC_13_1989,45998.0380622837,23489.8961937716
Ki67+ tumor cells,Ki67+ tumor,2079.0,FAAGSCC_13_2079,45511.4290598291,23266.1401709402
Ki67+ tumor cells,Ki67+ tumor,2519.0,FAAGSCC_13_2519,45603.2566225166,23681.1655629139
tumor cells,Tumor,2555.0,FAAGSCC_13_2555,46336.9876160991,23147.3003095975
tumor cells,Tumor,2886.0,FAAGSCC_13_2886,46653.7544642857,22918.0714285714
Ki67+ tumor cells,Ki67+ tumor,3002.0,FAAGSCC_13_3002,46059.5448979592,23945.9326530612
NK,NK,3021.0,FAAGSCC_13_3021,46491.1025641026,23808.9829059829
Ki67+ tumor cells,Ki67+ tumor,3077.0,FAAGSCC_13_3077,46113.0537459283,22998.0342019544
Ki67+ tumor cells,Ki67+ tumor,3338.0,FAAGSCC_13_3338,46209.5134146341,23219.6390243902
Ki67+ tumor cells,Ki67+ tumor,3864.0,FAAGSCC_13_3864,45959.8573667712,23662.0501567398
tumor cells,Tumor,4077.0,FAAGSCC_13_4077,46219.5203426124,23967.9785867238
tumor cells,Tumor,4348.0,FAAGSCC_13_4348,46543.6151419558,23271.4195583596
tumor cells,Tumor,4390.0,FAAGSCC_13_4390,46420.2480818414,23817.074168798
tumor cells,Tumor,4600.0,FAAGSCC_13_4600,46557.4462809917,23145.1666666667
tumor cells,Tumor,4670.0,FAAGSCC_13_4670,46123.6703096539,23840.1839708561
tumor cells,Tumor,4792.0,FAAGSCC_13_4792,46213.891634981,24117.3707224335
tumor cells,Tumor,5108.0,FAAGSCC_13_5108,46580.8806122449,23034.4755102041
tumor cells,Tumor,5442.0,FAAGSCC_13_5442,46309.5717566016,23818.5120551091
tumor cells,Tumor,5498.0,FAAGSCC_13_5498,46150.0729023384,23292.6685006878
tumor cells,Tumor,5590.0,FAAGSCC_13_5590,45932.0695187166,23312.3342245989
Ki67+ tumor cells,Ki67+ tumor,5708.0,FAAGSCC_13_5708,45573.6782407407,23639.2013888889
tumor cells,Tumor,5850.0,FAAGSCC_13_5850,45212.2,23985.7391304348
tumor cells,Tumor,5905.0,FAAGSCC_13_5905,45261.496328928,23707.9809104258
Ki67+ tumor cells,Ki67+ tumor,5914.0,FAAGSCC_13_5914,45661.1768115942,24123.8913043478
Ki67+ tumor cells,Ki67+ tumor,6081.0,FAAGSCC_13_6081,45295.9009497965,23810.0461329715
tumor cells,Tumor,6365.0,FAAGSCC_13_6365,46675.561694291,22963.7826887661
Ki67+ tumor cells,Ki67+ tumor,6444.0,FAAGSCC_13_6444,45183.2403846154,23671.2057692308
tumor cells,Tumor,6650.0,FAAGSCC_13_6650,45958.377723971,23459.7288135593
Ki67+ tumor cells,Ki67+ tumor,6727.0,FAAGSCC_13_6727,46102.2452830189,23239.4281567489
tumor cells,Tumor,7695.0,FAAGSCC_13_7695,46212.1803751804,23433.505050505
tumor cells,Tumor,7793.0,FAAGSCC_13_7793,46345.4647887324,23642.3323943662
tumor cells,Tumor,8022.0,FAAGSCC_13_8022,46513.1552028219,23333.684303351
tumor cells,Tumor,8274.0,FAAGSCC_13_8274,45491.0852819807,23499.1650618982
Ki67+ tumor cells,Ki67+ tumor,8366.0,FAAGSCC_13_8366,45219.5247657296,23831.9625167336
Ki67+ tumor cells,Ki67+ tumor,8445.0,FAAGSCC_13_8445,45292.2844344905,23727.0862262038
tumor cells,Tumor,8465.0,FAAGSCC_13_8465,46507.8163841808,23619.9717514124
tumor cells,Tumor,8707.0,FAAGSCC_13_8707,46258.4347826087,23694.0601023018
Ki67+ tumor cells,Ki67+ tumor,8754.0,FAAGSCC_13_8754,46097.4160401003,23420.2556390977
Ki67+ tumor cells,Ki67+ tumor,8762.0,FAAGSCC_13_8762,45932.7346938776,23970.1910946197
tumor cells,Tumor,8814.0,FAAGSCC_13_8814,45395.6342042755,23555.8978622328
tumor cells,Tumor,9467.0,FAAGSCC_13_9467,45828.7056962025,24019.164556962
tumor cells,Tumor,9496.0,FAAGSCC_13_9496,46433.0610687023,23104.6564885496
Ki67+ tumor cells,Ki67+ tumor,9658.0,FAAGSCC_13_9658,45926.0800582242,23422.9475982533
