phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
endothelial cells,Endothelial,95525.0,F81P1_95525,31259.5773809524,47464.4821428571
M2 macrophages,M2 macrophages,95555.0,F81P1_95555,29856.9848484848,47738.9507575758
CD4+ T cells,CD4+ T cells,95723.0,F81P1_95723,31264.1299435028,48079.2033898305
M2 macrophages,M2 macrophages,95785.0,F81P1_95785,30224.9253731343,48536.5671641791
dendritic cells,Dendritic cells,95931.0,F81P1_95931,30979.505,48608.74
CD4+ T cells,CD4+ T cells,95970.0,F81P1_95970,30212.2125,48255.79375
regulatory T cells,Regulatory T cells,96050.0,F81P1_96050,31412.8084291188,48478.0038314176
stromal cells,Stromal,96138.0,F81P1_96138,32414.0549450549,48448.9377289377
M1/M0 macrophages,M1/M0 macrophages,96150.0,F81P1_96150,31058.7051926298,48669.6013400335
CD4+ T cells,CD4+ T cells,96349.0,F81P1_96349,30399.1179039301,47551.1266375546
CD4+ T cells,CD4+ T cells,96695.0,F81P1_96695,29121.010989011,48114.0659340659
memory CD4+ T cells,Regulatory T cells,96976.0,F81P1_96976,30900.8143712575,48395.7365269461
regulatory T cells,Regulatory T cells,97184.0,F81P1_97184,30429.6599190283,48468.8259109312
endothelial cells,Endothelial,97375.0,F81P1_97375,31736.1831501832,48347.1684981685
regulatory T cells,Regulatory T cells,97441.0,F81P1_97441,31655.5597826087,47762.9673913043
memory CD4+ T cells,Regulatory T cells,97574.0,F81P1_97574,30796.5088495575,48052.6592920354
endothelial cells,Endothelial,97719.0,F81P1_97719,33278.6781609195,47462.7816091954
effector CD8+ T cells,Effector CD8+ T cells,97760.0,F81P1_97760,32639.3571428571,48430.5892857143
regulatory T cells,Regulatory T cells,97800.0,F81P1_97800,31626.2546816479,48144.8764044944
stromal cells,Stromal,97901.0,F81P1_97901,33266.1689373297,48466.3433242507
memory CD4+ T cells,Regulatory T cells,98088.0,F81P1_98088,30997.6345609065,48677.4872521246
CD4+ T cells,CD4+ T cells,98143.0,F81P1_98143,30029.8951612903,48120.0927419355
effector CD8+ T cells,Effector CD8+ T cells,98495.0,F81P1_98495,31523.062992126,48026.5984251969
dendritic cells,Dendritic cells,98684.0,F81P1_98684,32224.3224299065,47774.0186915888
stromal cells,Stromal,98802.0,F81P1_98802,29900.9936305732,48264.2929936306
dendritic cells,Dendritic cells,98918.0,F81P1_98918,31094.3846153846,48609.8553846154
memory CD8+ T cells,Effector CD8+ T cells,99150.0,F81P1_99150,30841.9745042493,48528.2492917847
effector CD8+ T cells,Effector CD8+ T cells,99332.0,F81P1_99332,32114.8442622951,47960.4467213115
stromal cells,Stromal,99353.0,F81P1_99353,29590.0353982301,48453.203539823
effector CD8+ T cells,Effector CD8+ T cells,99451.0,F81P1_99451,32942.6785714286,47698.7658730159
endothelial cells,Endothelial,99561.0,F81P1_99561,30184.1037344398,48603.5518672199
memory CD4+ T cells,Regulatory T cells,99588.0,F81P1_99588,31062.6139240506,48239.4462025316
memory CD4+ T cells,Regulatory T cells,99709.0,F81P1_99709,31181.5684931507,48590.8287671233
memory CD4+ T cells,Regulatory T cells,99793.0,F81P1_99793,32916.0516129032,48538.1225806452
M2 macrophages,M2 macrophages,100033.0,F81P1_100033,33266.6024590164,47636.5450819672
memory CD4+ T cells,Regulatory T cells,100071.0,F81P1_100071,31251.4528985507,48204.597826087
endothelial cells,Endothelial,100226.0,F81P1_100226,31618.0664739884,48354.9161849711
CD4+ T cells,CD4+ T cells,100397.0,F81P1_100397,31114.4285714286,48296.8226600985
CD4+ T cells,CD4+ T cells,100620.0,F81P1_100620,32392.1383928571,48412.6473214286
memory CD4+ T cells,Regulatory T cells,100919.0,F81P1_100919,30923.0440677966,48649.0813559322
effector CD8+ T cells,Effector CD8+ T cells,100976.0,F81P1_100976,28735.1451612903,48493.9112903226
memory CD8+ T cells,Effector CD8+ T cells,100988.0,F81P1_100988,31288.5764705882,48369.4941176471
CD4+ T cells,CD4+ T cells,101167.0,F81P1_101167,31861.9307359307,47756.5974025974
endothelial cells,Endothelial,101453.0,F81P1_101453,31272.6394557823,47459.9523809524
M2 macrophages,M2 macrophages,101718.0,F81P1_101718,32073.528189911,48327.7507418398
CD4+ T cells,CD4+ T cells,101858.0,F81P1_101858,32525.5790441176,48242.8253676471
regulatory T cells,Regulatory T cells,101898.0,F81P1_101898,30526.9330708661,48371.6535433071
endothelial cells,Endothelial,102008.0,F81P1_102008,32766.2488687783,48110.2714932127
memory CD8+ T cells,Effector CD8+ T cells,102401.0,F81P1_102401,31087.2323529412,48580.9941176471
CD4+ T cells,CD4+ T cells,102406.0,F81P1_102406,29421.162055336,48096.3557312253
stromal cells,Stromal,102518.0,F81P1_102518,31286.7489361702,48227.4085106383
effector CD8+ T cells,Effector CD8+ T cells,102770.0,F81P1_102770,32941.0458715596,48698.2339449541
M2 macrophages,M2 macrophages,102776.0,F81P1_102776,32799.490990991,47875.7792792793
endothelial cells,Endothelial,102801.0,F81P1_102801,30064.4422110553,48020.608040201
memory CD4+ T cells,Regulatory T cells,102823.0,F81P1_102823,31195.6406779661,48471.9966101695
M1/M0 macrophages,M1/M0 macrophages,102944.0,F81P1_102944,32292.4181818182,47749.6727272727
memory CD8+ T cells,Effector CD8+ T cells,102970.0,F81P1_102970,31012.265,48536.005
memory CD4+ T cells,Regulatory T cells,103054.0,F81P1_103054,30246.3435582822,48729.4826175869
memory CD4+ T cells,Regulatory T cells,103130.0,F81P1_103130,29581.5326633166,48762.2010050251
regulatory T cells,Regulatory T cells,103158.0,F81P1_103158,32649.5969230769,48546.1384615385
stromal cells,Stromal,103288.0,F81P1_103288,32685.8484848485,48038.1919191919
regulatory T cells,Regulatory T cells,103654.0,F81P1_103654,29061.9447004608,48720.7188940092
stromal cells,Stromal,103733.0,F81P1_103733,33272.2307692308,47798.5
CD4+ T cells,CD4+ T cells,103795.0,F81P1_103795,30080.9447513812,48516.4419889503
memory CD4+ T cells,Regulatory T cells,103855.0,F81P1_103855,30577.9798657718,48509.2516778524
stromal cells,Stromal,104113.0,F81P1_104113,29003.5523809524,48616.2476190476
CD4+ T cells,CD4+ T cells,104164.0,F81P1_104164,33339.77,48203.97
stromal cells,Stromal,104247.0,F81P1_104247,31831.990990991,47832.5315315315
memory CD4+ T cells,Regulatory T cells,104271.0,F81P1_104271,31380.3867924528,48472.3616352201
memory CD4+ T cells,Regulatory T cells,104288.0,F81P1_104288,31054.503649635,48350.7700729927
endothelial cells,Endothelial,104600.0,F81P1_104600,31168.1635220126,47549.320754717
effector CD8+ T cells,Effector CD8+ T cells,104767.0,F81P1_104767,31543.1054852321,48462.3080168776
memory CD4+ T cells,Regulatory T cells,104884.0,F81P1_104884,31886.5,48230.2519685039
stromal cells,Stromal,105165.0,F81P1_105165,33247.915,48483.48
regulatory T cells,Regulatory T cells,105604.0,F81P1_105604,30089.3016528926,48677.5123966942
CD4+ T cells,CD4+ T cells,105684.0,F81P1_105684,33069.6111111111,48440.7171717172
effector CD8+ T cells,Effector CD8+ T cells,105714.0,F81P1_105714,33144.780669145,48557.9851301115
effector CD8+ T cells,Effector CD8+ T cells,105856.0,F81P1_105856,31372.0938967136,48558.9953051643
M2 macrophages,M2 macrophages,106078.0,F81P1_106078,29568.3777777778,48738.45
stromal cells,Stromal,106200.0,F81P1_106200,32990.7422680412,47601.8608247423
effector CD8+ T cells,Effector CD8+ T cells,106213.0,F81P1_106213,31652.3538961039,48370.9480519481
stromal cells,Stromal,106251.0,F81P1_106251,32891.1176470588,48612.4705882353
memory CD4+ T cells,Regulatory T cells,106268.0,F81P1_106268,31392.327176781,48459.8021108179
stromal cells,Stromal,106280.0,F81P1_106280,32469.0165975104,48114.6141078838
stromal cells,Stromal,106331.0,F81P1_106331,31571.5387931035,47644.7112068966
memory CD4+ T cells,Regulatory T cells,106823.0,F81P1_106823,32409.0551181102,47733.4527559055
CD4+ T cells,CD4+ T cells,107000.0,F81P1_107000,30413.7,47545.8777777778
memory CD4+ T cells,Regulatory T cells,107017.0,F81P1_107017,30842.3545454545,48022.8545454546
memory CD8+ T cells,Effector CD8+ T cells,107020.0,F81P1_107020,30342.9064748201,48426.5251798561
stromal cells,Stromal,107568.0,F81P1_107568,31609.4825174825,48686.5244755245
CD4+ T cells,CD4+ T cells,107742.0,F81P1_107742,32942.4868421053,48570.2302631579
stromal cells,Stromal,107751.0,F81P1_107751,30038.492,48592.076
memory CD4+ T cells,Regulatory T cells,107904.0,F81P1_107904,31292.3973509934,48242.3443708609
stromal cells,Stromal,108103.0,F81P1_108103,31609.1842105263,48119.8881578947
CD4+ T cells,CD4+ T cells,108216.0,F81P1_108216,31305.9583333333,48047.140625
regulatory T cells,Regulatory T cells,108249.0,F81P1_108249,32242.9188191882,47897.9483394834
effector CD8+ T cells,Effector CD8+ T cells,108304.0,F81P1_108304,32314.0131004367,48395.5545851528
CD4+ T cells,CD4+ T cells,108442.0,F81P1_108442,30039.091954023,48544.6091954023
CD4+ T cells,CD4+ T cells,108514.0,F81P1_108514,32561.8650306749,48322.4171779141
memory CD4+ T cells,Regulatory T cells,108555.0,F81P1_108555,30878.8114285714,48247.7542857143
regulatory T cells,Regulatory T cells,109117.0,F81P1_109117,31032.2638297872,48657.9489361702
endothelial cells,Endothelial,109193.0,F81P1_109193,31249.8175824176,48527.4241758242
M1/M0 macrophages,M1/M0 macrophages,109213.0,F81P1_109213,31638.8230088496,48721.5973451327
endothelial cells,Endothelial,109592.0,F81P1_109592,30389.8475336323,47604.0044843049
endothelial cells,Endothelial,109759.0,F81P1_109759,31363.9272151899,48128.9335443038
CD4+ T cells,CD4+ T cells,110094.0,F81P1_110094,30327.7387755102,48536.9632653061
M1/M0 macrophages,M1/M0 macrophages,110321.0,F81P1_110321,31962.3299319728,48405.0476190476
endothelial cells,Endothelial,110347.0,F81P1_110347,29928.0104712042,47770.7277486911
memory CD4+ T cells,Regulatory T cells,110375.0,F81P1_110375,30833.9275362319,48507.2753623188
endothelial cells,Endothelial,110383.0,F81P1_110383,28758.2558139535,48547.9186046512
stromal cells,Stromal,110762.0,F81P1_110762,30398.93125,47662.98125
stromal cells,Stromal,110780.0,F81P1_110780,32527.0790697674,48580.5720930233
stromal cells,Stromal,110887.0,F81P1_110887,32200.7590361446,48292.2319277108
stromal cells,Stromal,110892.0,F81P1_110892,30880.5648854962,48372.0114503817
endothelial cells,Endothelial,111001.0,F81P1_111001,29828.1253405995,47758.3460490463
CD4+ T cells,CD4+ T cells,111015.0,F81P1_111015,31656.8008298755,48652.9460580913
stromal cells,Stromal,111079.0,F81P1_111079,31811.2252252252,48288.8918918919
CD4+ T cells,CD4+ T cells,111457.0,F81P1_111457,32622.8952380952,48259.3714285714
dendritic cells,Dendritic cells,111764.0,F81P1_111764,30537.575,48542.93125
endothelial cells,Endothelial,112090.0,F81P1_112090,30800.8215962441,47906.4882629108
endothelial cells,Endothelial,112332.0,F81P1_112332,29843.4371859296,47772.4522613065
CD4+ T cells,CD4+ T cells,112333.0,F81P1_112333,28604.4240506329,48692.8164556962
memory CD4+ T cells,Regulatory T cells,112381.0,F81P1_112381,30225.0434782609,48570.1231884058
stromal cells,Stromal,112390.0,F81P1_112390,31374.5679347826,48490.5027173913
stromal cells,Stromal,112496.0,F81P1_112496,32635.9942528736,47638.2298850575
stromal cells,Stromal,112505.0,F81P1_112505,30487.7295081967,48272.762295082
endothelial cells,Endothelial,112617.0,F81P1_112617,28978.2727272727,48290.6247086247
stromal cells,Stromal,112856.0,F81P1_112856,33170.4126394052,47770.7657992565
stromal cells,Stromal,112902.0,F81P1_112902,29558.7456647399,48578.9479768786
stromal cells,Stromal,113119.0,F81P1_113119,29327.0,48015.6643356643
endothelial cells,Endothelial,113288.0,F81P1_113288,29420.7009803922,48395.8235294118
memory CD8+ T cells,Effector CD8+ T cells,113602.0,F81P1_113602,30577.3561643836,48458.2739726027
regulatory T cells,Regulatory T cells,113659.0,F81P1_113659,30539.5925925926,48524.9583333333
regulatory T cells,Regulatory T cells,113732.0,F81P1_113732,31627.7513227513,48565.7142857143
effector CD8+ T cells,Effector CD8+ T cells,113855.0,F81P1_113855,31662.7777777778,48387.623015873
endothelial cells,Endothelial,113945.0,F81P1_113945,30400.0401337793,47621.6387959866
stromal cells,Stromal,113977.0,F81P1_113977,32084.1041666667,47726.0277777778
memory CD4+ T cells,Regulatory T cells,114061.0,F81P1_114061,31212.5621621622,48524.8918918919
CD4+ T cells,CD4+ T cells,114283.0,F81P1_114283,31095.2648809524,48296.8452380952
CD4+ T cells,CD4+ T cells,114355.0,F81P1_114355,31176.25,47629.8076923077
CD4+ T cells,CD4+ T cells,114472.0,F81P1_114472,29927.2899408284,48590.2662721894
effector CD8+ T cells,Effector CD8+ T cells,114690.0,F81P1_114690,30565.1325966851,48553.0331491713
endothelial cells,Endothelial,114911.0,F81P1_114911,30101.7665198238,47709.2599118943
CD4+ T cells,CD4+ T cells,114949.0,F81P1_114949,33189.3626373626,47510.8864468865
M2 macrophages,M2 macrophages,114951.0,F81P1_114951,30183.1388888889,48175.0586419753
endothelial cells,Endothelial,115018.0,F81P1_115018,31621.7843137255,47606.9019607843
stromal cells,Stromal,115374.0,F81P1_115374,33157.0828402367,47931.674556213
effector CD8+ T cells,Effector CD8+ T cells,115412.0,F81P1_115412,31686.5346534653,48082.3366336634
memory CD4+ T cells,Regulatory T cells,115466.0,F81P1_115466,31152.25,48594.6192307692
CD4+ T cells,CD4+ T cells,115805.0,F81P1_115805,33110.8880597015,47679.078358209
memory CD4+ T cells,Regulatory T cells,115942.0,F81P1_115942,31330.7185929648,47565.135678392
endothelial cells,Endothelial,116057.0,F81P1_116057,29960.6172839506,47797.274691358
CD4+ T cells,CD4+ T cells,116089.0,F81P1_116089,31569.0769230769,47620.2958579882
endothelial cells,Endothelial,116142.0,F81P1_116142,33091.3067226891,47724.0756302521
CD4+ T cells,CD4+ T cells,116260.0,F81P1_116260,28598.9065420561,48718.3364485981
M1/M0 macrophages,M1/M0 macrophages,116329.0,F81P1_116329,31153.4322033898,47619.1440677966
endothelial cells,Endothelial,116341.0,F81P1_116341,29472.65,48631.35
stromal cells,Stromal,116673.0,F81P1_116673,32077.3848797251,48024.4982817869
effector CD8+ T cells,Effector CD8+ T cells,116905.0,F81P1_116905,29305.020242915,48648.2672064777
endothelial cells,Endothelial,116907.0,F81P1_116907,32389.3300653595,47796.2516339869
effector CD8+ T cells,Effector CD8+ T cells,117027.0,F81P1_117027,32078.9450549451,48348.1483516484
stromal cells,Stromal,117056.0,F81P1_117056,31108.6255707763,48696.7534246575
memory CD4+ T cells,Regulatory T cells,117145.0,F81P1_117145,30877.8455882353,48586.0514705882
stromal cells,Stromal,117362.0,F81P1_117362,29338.0898876405,48475.5786516854
CD4+ T cells,CD4+ T cells,117427.0,F81P1_117427,32134.8894230769,47915.9471153846
M2 macrophages,M2 macrophages,117592.0,F81P1_117592,31545.6126482213,47504.8517786561
memory CD4+ T cells,Regulatory T cells,117716.0,F81P1_117716,30949.9161676647,48519.4850299401
stromal cells,Stromal,117723.0,F81P1_117723,31117.6289308176,48212.3459119497
stromal cells,Stromal,117954.0,F81P1_117954,30332.1939163498,47627.4752851711
M2 macrophages,M2 macrophages,117988.0,F81P1_117988,32135.1361256545,47901.9319371728
effector CD8+ T cells,Effector CD8+ T cells,118123.0,F81P1_118123,30154.0708661417,48451.1102362205
CD4+ T cells,CD4+ T cells,118375.0,F81P1_118375,29631.6776859504,48692.7933884298
memory CD4+ T cells,Regulatory T cells,118500.0,F81P1_118500,32299.4556451613,48394.1774193548
stromal cells,Stromal,118602.0,F81P1_118602,31919.2792207792,47920.2662337662
stromal cells,Stromal,118759.0,F81P1_118759,32218.5906735751,48461.9507772021
memory CD4+ T cells,Regulatory T cells,118763.0,F81P1_118763,30807.5590277778,48234.6805555556
endothelial cells,Endothelial,118913.0,F81P1_118913,29222.0,48417.0819672131
memory CD4+ T cells,Regulatory T cells,119087.0,F81P1_119087,30839.5609756098,48549.3577235772
memory CD8+ T cells,Effector CD8+ T cells,119282.0,F81P1_119282,29333.1176470588,48505.3137254902
memory CD4+ T cells,Regulatory T cells,119283.0,F81P1_119283,30906.2649253731,48149.5410447761
memory CD8+ T cells,Effector CD8+ T cells,119332.0,F81P1_119332,30467.2321428571,48636.9375
endothelial cells,Endothelial,119361.0,F81P1_119361,29439.2783018868,48368.6226415094
endothelial cells,Endothelial,119422.0,F81P1_119422,32153.0142857143,48168.780952381
endothelial cells,Endothelial,119495.0,F81P1_119495,30512.8191489362,48477.3404255319
effector CD8+ T cells,Effector CD8+ T cells,119755.0,F81P1_119755,29309.4234875445,48514.7117437722
endothelial cells,Endothelial,119766.0,F81P1_119766,29023.3966346154,48413.9038461538
endothelial cells,Endothelial,119792.0,F81P1_119792,30363.0535714286,47962.8035714286
memory CD4+ T cells,Regulatory T cells,119964.0,F81P1_119964,30815.3276595745,48402.3744680851
M2 macrophages,M2 macrophages,119972.0,F81P1_119972,29378.197044335,48554.3990147783
CD4+ T cells,CD4+ T cells,120156.0,F81P1_120156,31046.2142857143,48632.4744897959
memory CD4+ T cells,Regulatory T cells,120172.0,F81P1_120172,29006.3817567568,48197.7837837838
endothelial cells,Endothelial,120223.0,F81P1_120223,31185.7013574661,48098.334841629
CD4+ T cells,CD4+ T cells,120315.0,F81P1_120315,29563.8872180451,48594.4060150376
memory CD8+ T cells,Effector CD8+ T cells,120369.0,F81P1_120369,30876.8398268398,48519.8095238095
CD4+ T cells,CD4+ T cells,120439.0,F81P1_120439,31940.0212765957,47553.4414893617
CD4+ T cells,CD4+ T cells,120571.0,F81P1_120571,30836.7611940299,47628.1865671642
M1/M0 macrophages,M1/M0 macrophages,120602.0,F81P1_120602,30558.5925925926,48534.8683127572
effector CD8+ T cells,Effector CD8+ T cells,120971.0,F81P1_120971,30234.3789473684,48630.8842105263
stromal cells,Stromal,121066.0,F81P1_121066,28751.5893416928,48471.6144200627
stromal cells,Stromal,121171.0,F81P1_121171,32382.2732394366,48565.4845070423
CD4+ T cells,CD4+ T cells,121244.0,F81P1_121244,32489.7608695652,48031.2246376812
regulatory T cells,Regulatory T cells,121474.0,F81P1_121474,31145.0478087649,48566.4860557769
effector CD8+ T cells,Effector CD8+ T cells,121743.0,F81P1_121743,33074.3837209302,48701.6124031008
CD4+ T cells,CD4+ T cells,121855.0,F81P1_121855,29045.4578313253,48745.0722891566
effector CD8+ T cells,Effector CD8+ T cells,121902.0,F81P1_121902,30384.0236220472,48126.8897637795
M1/M0 macrophages,M1/M0 macrophages,121906.0,F81P1_121906,31649.996742671,48472.7328990228
CD4+ T cells,CD4+ T cells,121939.0,F81P1_121939,30491.6883116883,47657.3766233766
CD4+ T cells,CD4+ T cells,122054.0,F81P1_122054,30434.9651741294,48007.4328358209
endothelial cells,Endothelial,122074.0,F81P1_122074,31652.4485714286,48587.2542857143
memory CD4+ T cells,Regulatory T cells,122360.0,F81P1_122360,31082.3903345725,48276.6022304833
CD4+ T cells,CD4+ T cells,122401.0,F81P1_122401,30010.5970149254,48083.3383084577
stromal cells,Stromal,122731.0,F81P1_122731,28896.4520547945,48559.7168949772
CD4+ T cells,CD4+ T cells,122744.0,F81P1_122744,31624.5476190476,48502.5634920635
CD4+ T cells,CD4+ T cells,122840.0,F81P1_122840,29945.9773755656,48440.0407239819
memory CD8+ T cells,Effector CD8+ T cells,123027.0,F81P1_123027,30894.523297491,48429.6021505376
effector CD8+ T cells,Effector CD8+ T cells,123134.0,F81P1_123134,30361.2527881041,48002.9776951673
endothelial cells,Endothelial,123330.0,F81P1_123330,31909.2105263158,48278.9504643963
memory CD4+ T cells,Regulatory T cells,123385.0,F81P1_123385,30462.8289473684,48586.4934210526
stromal cells,Stromal,123547.0,F81P1_123547,29907.0913242009,47710.0639269406
endothelial cells,Endothelial,123633.0,F81P1_123633,31395.7684210526,47891.7789473684
endothelial cells,Endothelial,123683.0,F81P1_123683,33125.7178423237,47719.3443983403
memory CD4+ T cells,Regulatory T cells,123847.0,F81P1_123847,30180.7382198953,48247.1937172775
CD4+ T cells,CD4+ T cells,124045.0,F81P1_124045,31522.8136645963,48134.5341614907
endothelial cells,Endothelial,124215.0,F81P1_124215,32131.9878048781,47592.7378048781
memory CD4+ T cells,Regulatory T cells,124285.0,F81P1_124285,32207.4307692308,47802.5346153846
memory CD4+ T cells,Regulatory T cells,124296.0,F81P1_124296,32603.5179856115,48621.582733813
M2 macrophages,M2 macrophages,124386.0,F81P1_124386,31014.3244680851,48163.6436170213
CD4+ T cells,CD4+ T cells,124401.0,F81P1_124401,32726.0897009967,47664.0930232558
effector CD8+ T cells,Effector CD8+ T cells,124662.0,F81P1_124662,32147.452991453,48005.811965812
endothelial cells,Endothelial,125045.0,F81P1_125045,28776.510460251,48399.2217573222
CD4+ T cells,CD4+ T cells,125142.0,F81P1_125142,31192.1323529412,47633.8284313726
CD4+ T cells,CD4+ T cells,125254.0,F81P1_125254,30801.775,48392.175
memory CD4+ T cells,Regulatory T cells,125384.0,F81P1_125384,31069.6477272727,48506.4393939394
CD4+ T cells,CD4+ T cells,125386.0,F81P1_125386,30487.9791666667,48529.4
stromal cells,Stromal,125662.0,F81P1_125662,29746.8388429752,48244.0661157025
effector CD8+ T cells,Effector CD8+ T cells,125879.0,F81P1_125879,31642.7886792453,48356.6867924528
effector CD8+ T cells,Effector CD8+ T cells,125895.0,F81P1_125895,30600.6492753623,48429.9884057971
effector CD8+ T cells,Effector CD8+ T cells,126295.0,F81P1_126295,30521.5323741007,48189.6438848921
effector CD8+ T cells,Effector CD8+ T cells,126313.0,F81P1_126313,29532.3302752294,48171.7155963303
memory CD4+ T cells,Regulatory T cells,126423.0,F81P1_126423,32361.1899641577,47765.7491039427
memory CD8+ T cells,Effector CD8+ T cells,126630.0,F81P1_126630,30843.9038461538,48582.6762820513
CD4+ T cells,CD4+ T cells,127061.0,F81P1_127061,31515.7005813953,48005.9738372093
stromal cells,Stromal,127201.0,F81P1_127201,30555.3958333333,48387.5069444444
endothelial cells,Endothelial,127802.0,F81P1_127802,31152.6405228758,48423.8496732026
endothelial cells,Endothelial,127831.0,F81P1_127831,31433.262987013,48415.8149350649
effector CD8+ T cells,Effector CD8+ T cells,127912.0,F81P1_127912,30495.2012195122,48052.6951219512
memory CD4+ T cells,Regulatory T cells,127948.0,F81P1_127948,30592.9781931464,48531.8816199377
memory CD4+ T cells,Regulatory T cells,128119.0,F81P1_128119,30845.0576923077,48654.9423076923
CD4+ T cells,CD4+ T cells,128158.0,F81P1_128158,32930.1712707182,48555.138121547
stromal cells,Stromal,128323.0,F81P1_128323,32445.2465753425,48025.6301369863
memory CD8+ T cells,Effector CD8+ T cells,128334.0,F81P1_128334,30358.3142857143,48421.2742857143
CD4+ T cells,CD4+ T cells,128501.0,F81P1_128501,32952.8368421053,48334.3684210526
stromal cells,Stromal,128744.0,F81P1_128744,29350.0944055944,48078.9405594406
endothelial cells,Endothelial,128789.0,F81P1_128789,32805.7071823204,48002.7679558011
stromal cells,Stromal,129086.0,F81P1_129086,31197.7317073171,47551.2731707317
endothelial cells,Endothelial,129117.0,F81P1_129117,32152.8641509434,48119.5811320755
stromal cells,Stromal,129387.0,F81P1_129387,29577.496124031,48414.9341085271
endothelial cells,Endothelial,129428.0,F81P1_129428,33116.1029900332,48588.1063122924
stromal cells,Stromal,129754.0,F81P1_129754,30256.3082191781,47811.6369863014
endothelial cells,Endothelial,129847.0,F81P1_129847,28999.3406940063,48165.4132492114
memory CD4+ T cells,Regulatory T cells,129891.0,F81P1_129891,32259.6525821596,47914.7089201878
memory CD8+ T cells,Effector CD8+ T cells,130002.0,F81P1_130002,31076.1072961373,48338.4463519313
memory CD8+ T cells,Effector CD8+ T cells,130082.0,F81P1_130082,31103.5673758865,48394.4468085106
stromal cells,Stromal,130717.0,F81P1_130717,30314.8275862069,47579.7327586207
CD4+ T cells,CD4+ T cells,131091.0,F81P1_131091,30524.8356807512,48526.6103286385
effector CD8+ T cells,Effector CD8+ T cells,131215.0,F81P1_131215,29121.961038961,48594.1038961039
endothelial cells,Endothelial,131225.0,F81P1_131225,29436.3358778626,48387.6259541985
M2 macrophages,M2 macrophages,131385.0,F81P1_131385,30326.7616580311,48469.3264248705
stromal cells,Stromal,131388.0,F81P1_131388,31703.4411764706,47393.9705882353
effector CD8+ T cells,Effector CD8+ T cells,131389.0,F81P1_131389,33358.3066666667,47707.4488888889
M2 macrophages,M2 macrophages,131475.0,F81P1_131475,32910.6952054795,47699.9315068493
CD4+ T cells,CD4+ T cells,131634.0,F81P1_131634,32282.6486486487,48540.9290540541
memory CD4+ T cells,Regulatory T cells,131773.0,F81P1_131773,30225.2307692308,48552.7863247863
memory CD4+ T cells,Regulatory T cells,132003.0,F81P1_132003,31001.4315789474,48312.449122807
endothelial cells,Endothelial,132211.0,F81P1_132211,31808.4978723404,47715.0255319149
regulatory T cells,Regulatory T cells,132212.0,F81P1_132212,31139.5529801325,48511.1357615894
memory CD4+ T cells,Regulatory T cells,132229.0,F81P1_132229,30818.0575079872,48516.5303514377
CD4+ T cells,CD4+ T cells,132244.0,F81P1_132244,32748.1777777778,48539.0962962963
CD4+ T cells,CD4+ T cells,132402.0,F81P1_132402,31831.1020408163,47429.3945578231
stromal cells,Stromal,132630.0,F81P1_132630,32093.9295154185,47643.0220264317
memory CD8+ T cells,Effector CD8+ T cells,132683.0,F81P1_132683,30898.7136929461,48454.112033195
effector CD8+ T cells,Effector CD8+ T cells,133162.0,F81P1_133162,30925.0980392157,48430.1437908497
CD4+ T cells,CD4+ T cells,133574.0,F81P1_133574,30876.4779411765,47999.7150735294
CD4+ T cells,CD4+ T cells,133709.0,F81P1_133709,31552.6367521368,47371.9145299145
endothelial cells,Endothelial,133767.0,F81P1_133767,29200.6229946524,48104.4919786096
stromal cells,Stromal,133843.0,F81P1_133843,30347.6280701754,47858.1087719298
stromal cells,Stromal,133902.0,F81P1_133902,31670.8245614035,47309.4064327485
endothelial cells,Endothelial,133914.0,F81P1_133914,29689.9777777778,48746.7333333333
endothelial cells,Endothelial,134029.0,F81P1_134029,30512.877394636,47543.8582375479
endothelial cells,Endothelial,134131.0,F81P1_134131,29969.0836363636,48670.6036363636
effector CD8+ T cells,Effector CD8+ T cells,134294.0,F81P1_134294,32223.7903225806,47909.1532258065
endothelial cells,Endothelial,134355.0,F81P1_134355,30827.8360655738,48285.8721311475
endothelial cells,Endothelial,134444.0,F81P1_134444,29235.2865853659,48103.1737804878
endothelial cells,Endothelial,134772.0,F81P1_134772,32459.524,48556.628
dendritic cells,Dendritic cells,134908.0,F81P1_134908,32020.1201923077,48394.2788461538
endothelial cells,Endothelial,135151.0,F81P1_135151,32101.5047169811,47850.1745283019
CD4+ T cells,CD4+ T cells,135694.0,F81P1_135694,32953.5978835979,48672.7354497354
CD4+ T cells,CD4+ T cells,135904.0,F81P1_135904,32390.3926701571,48490.6963350785
memory CD8+ T cells,Effector CD8+ T cells,135905.0,F81P1_135905,31079.4680851064,48467.9468085106
regulatory T cells,Regulatory T cells,136077.0,F81P1_136077,30841.8745098039,48235.1921568627
effector CD8+ T cells,Effector CD8+ T cells,136162.0,F81P1_136162,33337.16,47922.8222222222
endothelial cells,Endothelial,136607.0,F81P1_136607,32170.875,47789.6875
CD4+ T cells,CD4+ T cells,136711.0,F81P1_136711,30837.8115942029,48369.6702898551
M2 macrophages,M2 macrophages,136743.0,F81P1_136743,31166.5505617978,47884.0842696629
memory CD8+ T cells,Effector CD8+ T cells,136810.0,F81P1_136810,30867.9134615385,48653.7596153846
CD4+ T cells,CD4+ T cells,136908.0,F81P1_136908,30506.7058823529,48368.2352941177
CD4+ T cells,CD4+ T cells,136909.0,F81P1_136909,30892.015625,47917.4765625
