phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
tumor cells,Tumor,426430.0,AGSCC_1_426430,16482.4285714286,17617.8826530612
tumor cells,Tumor,426725.0,AGSCC_1_426725,15736.928,18558.952
Ki67+ tumor cells,Ki67+ tumor,427416.0,AGSCC_1_427416,16991.4899328859,18850.3624161074
Ki67+ tumor cells,Ki67+ tumor,427671.0,AGSCC_1_427671,16527.0211267606,17733.3802816901
memory CD8+ T cells,Effector CD8+ T cells,427734.0,AGSCC_1_427734,15864.0355555556,18757.3866666667
tumor cells,Tumor,428595.0,AGSCC_1_428595,16391.5230263158,18505.0493421053
Ki67+ tumor cells,Ki67+ tumor,429296.0,AGSCC_1_429296,16645.7995198079,17721.6386554622
Ki67+ tumor cells,Ki67+ tumor,429700.0,AGSCC_1_429700,16546.7530120482,18217.3634538153
Ki67+ tumor cells,Ki67+ tumor,429822.0,AGSCC_1_429822,15845.8156996587,17027.6672354949
M1/M0 macrophages,M1/M0 macrophages,429892.0,AGSCC_1_429892,16116.6565217391,17578.3217391304
Ki67+ tumor cells,Ki67+ tumor,430417.0,AGSCC_1_430417,16581.4844097996,18634.4365256125
CD4+ T cells,CD4+ T cells,430982.0,AGSCC_1_430982,16627.3162393162,17312.1566951567
Ki67+ tumor cells,Ki67+ tumor,431786.0,AGSCC_1_431786,16497.0604026846,18021.2093959732
Ki67+ tumor cells,Ki67+ tumor,432427.0,AGSCC_1_432427,16318.2293577982,17612.6788990826
tumor cells,Tumor,432474.0,AGSCC_1_432474,17352.4801324503,17229.6523178808
Ki67+ tumor cells,Ki67+ tumor,433409.0,AGSCC_1_433409,15492.4269005848,18609.6505847953
Ki67+ tumor cells,Ki67+ tumor,433707.0,AGSCC_1_433707,16302.9185082873,17692.1022099448
Ki67+ tumor cells,Ki67+ tumor,434534.0,AGSCC_1_434534,17050.3930269414,18663.29318542
tumor cells,Tumor,435269.0,AGSCC_1_435269,16283.6341463415,18687.5636856369
tumor cells,Tumor,435366.0,AGSCC_1_435366,17369.3236363636,17888.3236363636
Ki67+ tumor cells,Ki67+ tumor,435665.0,AGSCC_1_435665,16236.1923076923,18088.7582417582
Ki67+ tumor cells,Ki67+ tumor,435778.0,AGSCC_1_435778,16841.4263157895,18100.0754385965
tumor cells,Tumor,436031.0,AGSCC_1_436031,15577.4008179959,18896.4028629857
Ki67+ tumor cells,Ki67+ tumor,436046.0,AGSCC_1_436046,15691.4596935376,18758.1778814124
Ki67+ tumor cells,Ki67+ tumor,436633.0,AGSCC_1_436633,16534.6191247974,17986.4797406807
Ki67+ tumor cells,Ki67+ tumor,436822.0,AGSCC_1_436822,16847.0029673591,17251.4065281899
CD4+ T cells,CD4+ T cells,437245.0,AGSCC_1_437245,16395.8315412186,18214.8673835125
Ki67+ tumor cells,Ki67+ tumor,437839.0,AGSCC_1_437839,16625.0775295664,18561.1537450723
tumor cells,Tumor,438432.0,AGSCC_1_438432,17010.5904761905,17947.9904761905
Ki67+ tumor cells,Ki67+ tumor,439881.0,AGSCC_1_439881,15369.090747331,18790.090747331
tumor cells,Tumor,439909.0,AGSCC_1_439909,16659.9565217391,17462.3152173913
Ki67+ tumor cells,Ki67+ tumor,440304.0,AGSCC_1_440304,16888.1908127208,17294.5618374558
Ki67+ tumor cells,Ki67+ tumor,440430.0,AGSCC_1_440430,16816.2623318386,17504.899103139
tumor cells,Tumor,441710.0,AGSCC_1_441710,15305.2246376812,18775.615942029
CD4+ T cells,CD4+ T cells,441955.0,AGSCC_1_441955,16404.238961039,17144.3844155844
Ki67+ tumor cells,Ki67+ tumor,442120.0,AGSCC_1_442120,16272.9152892562,18018.3409090909
effector CD8+ T cells,Effector CD8+ T cells,442177.0,AGSCC_1_442177,16492.0092307692,17917.5476923077
Ki67+ tumor cells,Ki67+ tumor,442270.0,AGSCC_1_442270,15795.7145612343,18675.9344262295
Ki67+ tumor cells,Ki67+ tumor,442962.0,AGSCC_1_442962,16315.9410714286,18340.2642857143
Ki67+ tumor cells,Ki67+ tumor,443165.0,AGSCC_1_443165,16785.9221052632,18779.3410526316
Ki67+ tumor cells,Ki67+ tumor,443807.0,AGSCC_1_443807,16251.6939252336,18028.6051401869
Ki67+ tumor cells,Ki67+ tumor,443946.0,AGSCC_1_443946,17281.4598214286,16767.8839285714
NK,NK,444646.0,AGSCC_1_444646,16240.099009901,18501.6633663366
Ki67+ tumor cells,Ki67+ tumor,445232.0,AGSCC_1_445232,16702.5668789809,18563.4840764331
Ki67+ tumor cells,Ki67+ tumor,445310.0,AGSCC_1_445310,16894.5328836425,17427.9443507589
Ki67+ tumor cells,Ki67+ tumor,446274.0,AGSCC_1_446274,17032.1968871595,17885.2513618677
effector CD8+ T cells,Effector CD8+ T cells,448348.0,AGSCC_1_448348,17050.7741935484,18417.0430107527
tumor cells,Tumor,448565.0,AGSCC_1_448565,16799.7577720207,18539.4106217617
memory CD4+ T cells,Regulatory T cells,450558.0,AGSCC_1_450558,16372.8879781421,17250.2103825137
tumor cells,Tumor,450701.0,AGSCC_1_450701,16598.5733333333,18048.3733333333
tumor cells,Tumor,450748.0,AGSCC_1_450748,16316.8102766798,17319.9841897233
Ki67+ tumor cells,Ki67+ tumor,450960.0,AGSCC_1_450960,16729.6176470588,18524.3709150327
Ki67+ tumor cells,Ki67+ tumor,451468.0,AGSCC_1_451468,16042.4903474903,17058.0888030888
tumor cells,Tumor,452330.0,AGSCC_1_452330,16034.3261261261,18121.2126126126
tumor cells,Tumor,452571.0,AGSCC_1_452571,16317.6096774194,18365.5387096774
tumor cells,Tumor,453359.0,AGSCC_1_453359,17317.6544240401,16750.4657762938
M1/M0 macrophages,M1/M0 macrophages,453424.0,AGSCC_1_453424,15644.2575342466,18719.8547945205
Ki67+ tumor cells,Ki67+ tumor,454394.0,AGSCC_1_454394,16943.7894736842,18529.6929824561
tumor cells,Tumor,454509.0,AGSCC_1_454509,16919.9848101266,17093.0860759494
M2 macrophages,M2 macrophages,455462.0,AGSCC_1_455462,15857.7120743034,18546.226006192
memory CD8+ T cells,Effector CD8+ T cells,455500.0,AGSCC_1_455500,17340.1083916084,17069.7587412587
Ki67+ tumor cells,Ki67+ tumor,456701.0,AGSCC_1_456701,16889.5138632163,17182.8465804067
M1/M0 macrophages,M1/M0 macrophages,457103.0,AGSCC_1_457103,16211.6274509804,17878.231372549
Ki67+ tumor cells,Ki67+ tumor,457483.0,AGSCC_1_457483,17176.4984423676,17787.6355140187
Ki67+ tumor cells,Ki67+ tumor,458178.0,AGSCC_1_458178,16231.5610619469,17890.8548672566
effector CD8+ T cells,Effector CD8+ T cells,459671.0,AGSCC_1_459671,16560.3067729084,18137.015936255
tumor cells,Tumor,459916.0,AGSCC_1_459916,16312.4786585366,18428.8018292683
tumor cells,Tumor,460130.0,AGSCC_1_460130,17240.6074074074,18243.8740740741
Ki67+ tumor cells,Ki67+ tumor,460379.0,AGSCC_1_460379,16444.8886554622,17881.9422268908
tumor cells,Tumor,460861.0,AGSCC_1_460861,16902.2015810277,17958.8260869565
tumor cells,Tumor,461047.0,AGSCC_1_461047,17267.219895288,17419.3848167539
tumor cells,Tumor,461999.0,AGSCC_1_461999,16693.5089686099,18623.7668161435
Ki67+ tumor cells,Ki67+ tumor,462344.0,AGSCC_1_462344,16350.3972286374,18483.7297921478
Ki67+ tumor cells,Ki67+ tumor,463348.0,AGSCC_1_463348,17170.5730337079,17615.1878009631
Ki67+ tumor cells,Ki67+ tumor,463421.0,AGSCC_1_463421,17148.8225538972,16908.5273631841
Ki67+ tumor cells,Ki67+ tumor,463802.0,AGSCC_1_463802,16888.7346683354,18592.5469336671
Ki67+ tumor cells,Ki67+ tumor,464057.0,AGSCC_1_464057,17037.619460501,17847.140655106
tumor cells,Tumor,464681.0,AGSCC_1_464681,16092.3912009512,17771.9619500595
CD4+ T cells,CD4+ T cells,465237.0,AGSCC_1_465237,15483.539748954,18668.5062761506
Ki67+ tumor cells,Ki67+ tumor,465745.0,AGSCC_1_465745,17223.0799373041,17465.7946708464
tumor cells,Tumor,465899.0,AGSCC_1_465899,15455.4664179104,18871.0111940298
Ki67+ tumor cells,Ki67+ tumor,466484.0,AGSCC_1_466484,15586.6640419948,18756.3188976378
tumor cells,Tumor,467265.0,AGSCC_1_467265,16328.7443365696,18717.4530744337
M1/M0 macrophages,M1/M0 macrophages,467331.0,AGSCC_1_467331,16352.8201219512,17634.1951219512
tumor cells,Tumor,468177.0,AGSCC_1_468177,15780.01998002,18514.4255744256
Ki67+ tumor cells,Ki67+ tumor,468896.0,AGSCC_1_468896,16344.2666666667,18433.3914529915
Ki67+ tumor cells,Ki67+ tumor,468938.0,AGSCC_1_468938,17271.1314984709,17255.2629969419
tumor cells,Tumor,468985.0,AGSCC_1_468985,17318.2171428571,16845.26
tumor cells,Tumor,469197.0,AGSCC_1_469197,16712.1209964413,18744.3487544484
M1/M0 macrophages,M1/M0 macrophages,469342.0,AGSCC_1_469342,16253.8942731278,17729.4052863436
tumor cells,Tumor,469518.0,AGSCC_1_469518,17342.9715909091,16979.8409090909
