phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
stromal cells,Stromal,405842.0,FAAGSCC_13_405842,30381.9331683168,18706.5816831683
stromal cells,Stromal,406661.0,FAAGSCC_13_406661,29361.1442307692,20035.2596153846
endothelial cells,Endothelial,406743.0,FAAGSCC_13_406743,30215.6365054602,18804.24024961
stromal cells,Stromal,406886.0,FAAGSCC_13_406886,29978.6397058824,20839.625
endothelial cells,Endothelial,407595.0,FAAGSCC_13_407595,30849.5084745763,18920.2288135593
stromal cells,Stromal,407881.0,FAAGSCC_13_407881,29314.2527472527,20352.8461538462
endothelial cells,Endothelial,407901.0,FAAGSCC_13_407901,30608.6902654867,19480.1061946903
endothelial cells,Endothelial,408057.0,FAAGSCC_13_408057,29045.7222222222,19356.5
stromal cells,Stromal,408483.0,FAAGSCC_13_408483,30413.5088607595,18791.0405063291
endothelial cells,Endothelial,408509.0,FAAGSCC_13_408509,30359.5272727273,19234.3
stromal cells,Stromal,408587.0,FAAGSCC_13_408587,30126.2336448598,20494.5981308411
stromal cells,Stromal,409185.0,FAAGSCC_13_409185,29247.7659574468,19581.4414893617
stromal cells,Stromal,409190.0,FAAGSCC_13_409190,28882.9551569507,19495.5739910314
stromal cells,Stromal,409364.0,FAAGSCC_13_409364,29270.6860465116,20164.2558139535
endothelial cells,Endothelial,409643.0,FAAGSCC_13_409643,29343.9563543004,19096.3376123235
stromal cells,Stromal,409719.0,FAAGSCC_13_409719,29198.5,20329.2685185185
stromal cells,Stromal,409766.0,FAAGSCC_13_409766,30466.2321981424,19976.9690402477
stromal cells,Stromal,409821.0,FAAGSCC_13_409821,30280.670212766,19519.2021276596
endothelial cells,Endothelial,410068.0,FAAGSCC_13_410068,30864.4285714286,19947.7888198758
stromal cells,Stromal,410083.0,FAAGSCC_13_410083,30211.1015873016,19424.2031746032
endothelial cells,Endothelial,410694.0,FAAGSCC_13_410694,31149.1315789474,19216.6644736842
stromal cells,Stromal,411281.0,FAAGSCC_13_411281,30794.0394736842,20322.0855263158
endothelial cells,Endothelial,411339.0,FAAGSCC_13_411339,29953.6077348066,19220.1325966851
stromal cells,Stromal,411656.0,FAAGSCC_13_411656,28991.094488189,20267.874015748
stromal cells,Stromal,412139.0,FAAGSCC_13_412139,30180.0615384615,20279.9230769231
M2 macrophages,M2 macrophages,412383.0,FAAGSCC_13_412383,30478.9623655914,19602.2741935484
stromal cells,Stromal,412423.0,FAAGSCC_13_412423,30631.2121212121,20290.9545454545
stromal cells,Stromal,412888.0,FAAGSCC_13_412888,30601.7164179104,20197.671641791
stromal cells,Stromal,413507.0,FAAGSCC_13_413507,30355.9800995025,19587.8308457711
stromal cells,Stromal,413829.0,FAAGSCC_13_413829,30552.3888888889,19733.0925925926
stromal cells,Stromal,413837.0,FAAGSCC_13_413837,30486.3620689655,20238.7844827586
stromal cells,Stromal,413912.0,FAAGSCC_13_413912,30662.7063492063,20357.8571428571
M1/M0 macrophages,M1/M0 macrophages,414333.0,FAAGSCC_13_414333,29122.0938967136,19461.6525821596
stromal cells,Stromal,414650.0,FAAGSCC_13_414650,29286.75,19554.2634408602
stromal cells,Stromal,414690.0,FAAGSCC_13_414690,30089.0754716981,19281.5849056604
stromal cells,Stromal,414780.0,FAAGSCC_13_414780,29336.3975903614,19969.5662650602
neutrophils,Neutrophils,415291.0,FAAGSCC_13_415291,29114.9480519481,19543.7142857143
stromal cells,Stromal,415556.0,FAAGSCC_13_415556,30023.6857142857,20271.4571428571
effector CD8+ T cells,Effector CD8+ T cells,415978.0,FAAGSCC_13_415978,30546.0082987552,20798.8796680498
stromal cells,Stromal,416055.0,FAAGSCC_13_416055,29837.179916318,20243.3577405858
M2 macrophages,M2 macrophages,416072.0,FAAGSCC_13_416072,30301.5273775216,18715.7204610951
effector CD8+ T cells,Effector CD8+ T cells,416213.0,FAAGSCC_13_416213,31099.016,18989.888
stromal cells,Stromal,416302.0,FAAGSCC_13_416302,28991.768115942,19258.6714975845
CD4+ T cells,CD4+ T cells,416410.0,FAAGSCC_13_416410,30025.4285714286,21012.8299319728
stromal cells,Stromal,417496.0,FAAGSCC_13_417496,30286.8181818182,21071.1157024793
stromal cells,Stromal,417925.0,FAAGSCC_13_417925,29381.4415584416,19423.5844155844
M2 macrophages,M2 macrophages,419357.0,FAAGSCC_13_419357,30357.512987013,18731.961038961
stromal cells,Stromal,419591.0,FAAGSCC_13_419591,30173.5360824742,20377.0154639175
stromal cells,Stromal,419882.0,FAAGSCC_13_419882,30055.6892430279,19474.3545816733
stromal cells,Stromal,420256.0,FAAGSCC_13_420256,30113.9264705882,20028.6205882353
endothelial cells,Endothelial,420389.0,FAAGSCC_13_420389,30884.0608974359,19914.4070512821
endothelial cells,Endothelial,420750.0,FAAGSCC_13_420750,30477.3986013986,21153.3426573427
stromal cells,Stromal,420965.0,FAAGSCC_13_420965,30929.6571428571,20023.6428571429
stromal cells,Stromal,421244.0,FAAGSCC_13_421244,29308.0,19992.012195122
stromal cells,Stromal,421458.0,FAAGSCC_13_421458,29770.5423076923,19411.0153846154
M2 macrophages,M2 macrophages,422350.0,FAAGSCC_13_422350,30446.7522123894,19154.8495575221
M2 macrophages,M2 macrophages,423184.0,FAAGSCC_13_423184,29131.0340909091,19437.4090909091
endothelial cells,Endothelial,423656.0,FAAGSCC_13_423656,30308.3524590164,20927.8360655738
M2 macrophages,M2 macrophages,423806.0,FAAGSCC_13_423806,29571.5137614679,20367.1926605505
endothelial cells,Endothelial,423929.0,FAAGSCC_13_423929,30453.3707317073,19286.1073170732
endothelial cells,Endothelial,423933.0,FAAGSCC_13_423933,30780.5789473684,20399.0350877193
endothelial cells,Endothelial,424093.0,FAAGSCC_13_424093,30980.2393162393,20240.0341880342
stromal cells,Stromal,424727.0,FAAGSCC_13_424727,30069.157480315,19244.3070866142
