phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
CD4+ T cells,CD4+ T cells,37963.0,F33P1_37963,70465.4129213483,18729.4073033708
stromal cells,Stromal,38371.0,F33P1_38371,70651.5366972477,18464.4174311927
stromal cells,Stromal,38654.0,F33P1_38654,71038.7791411043,17955.8619631902
stromal cells,Stromal,39182.0,F33P1_39182,69313.6502946955,17553.1198428291
CD4+ T cells,CD4+ T cells,39767.0,F33P1_39767,67943.4869109948,19305.2094240838
stromal cells,Stromal,39847.0,F33P1_39847,69859.3968253968,18077.8293650794
stromal cells,Stromal,40522.0,F33P1_40522,69262.6096096096,17481.045045045
CD4+ T cells,CD4+ T cells,41596.0,F33P1_41596,69000.4653902798,18103.4064801178
endothelial cells,Endothelial,42723.0,F33P1_42723,69443.8861386139,19185.8762376238
stromal cells,Stromal,44455.0,F33P1_44455,70364.4398826979,18289.6832844575
stromal cells,Stromal,44709.0,F33P1_44709,67702.170984456,19179.981865285
CD4+ T cells,CD4+ T cells,46115.0,F33P1_46115,68308.0401337793,19204.8294314381
CD4+ T cells,CD4+ T cells,46468.0,F33P1_46468,66683.4012345679,19093.4074074074
neutrophils,Neutrophils,46776.0,F33P1_46776,66348.5714285714,19110.0105820106
endothelial cells,Endothelial,47036.0,F33P1_47036,70591.5748502994,18746.1137724551
CD4+ T cells,CD4+ T cells,47132.0,F33P1_47132,67316.5847953216,19303.0204678363
endothelial cells,Endothelial,47737.0,F33P1_47737,69323.3113772455,18750.0778443114
memory CD4+ T cells,Regulatory T cells,48221.0,F33P1_48221,70986.0168453292,19332.6998468606
CD4+ T cells,CD4+ T cells,48465.0,F33P1_48465,71301.2973568282,18771.7753303965
stromal cells,Stromal,48939.0,F33P1_48939,68898.4594594595,17713.1790540541
CD4+ T cells,CD4+ T cells,49585.0,F33P1_49585,70800.3156424581,17682.5055865922
CD4+ T cells,CD4+ T cells,49650.0,F33P1_49650,70276.0575539568,19127.4820143885
CD4+ T cells,CD4+ T cells,49819.0,F33P1_49819,68705.0821596244,19401.8685446009
endothelial cells,Endothelial,50120.0,F33P1_50120,70792.5724137931,18568.7034482759
stromal cells,Stromal,50883.0,F33P1_50883,68473.9589977221,18596.0
stromal cells,Stromal,51609.0,F33P1_51609,70806.3356321839,17902.6114942529
CD4+ T cells,CD4+ T cells,52698.0,F33P1_52698,70055.7601626016,19050.2926829268
stromal cells,Stromal,54157.0,F33P1_54157,70901.9203187251,18553.8725099602
M2 macrophages,M2 macrophages,55132.0,F33P1_55132,68858.0946969697,19387.0037878788
stromal cells,Stromal,55472.0,F33P1_55472,71230.2887323944,19122.5023474178
regulatory T cells,Regulatory T cells,56469.0,F33P1_56469,68160.03926097,19451.0923787529
memory CD4+ T cells,Regulatory T cells,56489.0,F33P1_56489,70509.2928994083,18971.7071005917
tumor cells,Tumor,57206.0,F33P1_57206,66143.7702702703,19256.0045045045
endothelial cells,Endothelial,57220.0,F33P1_57220,70036.3503184713,18474.7855626327
stromal cells,Stromal,57986.0,F33P1_57986,70322.9557739558,18741.6044226044
CD4+ T cells,CD4+ T cells,58828.0,F33P1_58828,69822.9230769231,19117.2141372141
stromal cells,Stromal,60077.0,F33P1_60077,70152.5284974093,18414.8031088083
CD4+ T cells,CD4+ T cells,60397.0,F33P1_60397,69835.6176470588,18671.5539215686
CD4+ T cells,CD4+ T cells,60752.0,F33P1_60752,70645.7192307692,18722.5
stromal cells,Stromal,61105.0,F33P1_61105,69391.3088235294,17832.5588235294
memory CD4+ T cells,Regulatory T cells,61433.0,F33P1_61433,66862.2419825073,19400.3556851312
stromal cells,Stromal,61985.0,F33P1_61985,70937.523255814,17883.2005813953
endothelial cells,Endothelial,62332.0,F33P1_62332,70683.854368932,18517.8325242719
CD4+ T cells,CD4+ T cells,62407.0,F33P1_62407,69254.2985611511,19275.3201438849
CD4+ T cells,CD4+ T cells,62571.0,F33P1_62571,66386.3730569948,19070.4715025907
endothelial cells,Endothelial,63109.0,F33P1_63109,70547.6279069768,18124.9156976744
stromal cells,Stromal,63217.0,F33P1_63217,70712.69250646,18722.9095607235
NK,NK,63291.0,F33P1_63291,68159.7557251908,18868.2824427481
CD4+ T cells,CD4+ T cells,63781.0,F33P1_63781,70891.3957783641,18789.9050131926
stromal cells,Stromal,64593.0,F33P1_64593,68239.4251497006,19354.5149700599
stromal cells,Stromal,65301.0,F33P1_65301,70307.7160493827,17558.304526749
stromal cells,Stromal,65366.0,F33P1_65366,70079.7240618102,18427.9735099338
CD4+ T cells,CD4+ T cells,65371.0,F33P1_65371,67850.6511627907,19015.7645348837
stromal cells,Stromal,66176.0,F33P1_66176,70904.0170616114,17639.771563981
stromal cells,Stromal,66353.0,F33P1_66353,70079.9399224806,18248.0523255814
stromal cells,Stromal,66431.0,F33P1_66431,69518.7152777778,18860.8402777778
endothelial cells,Endothelial,66583.0,F33P1_66583,70069.5818181818,19074.1590909091
stromal cells,Stromal,66632.0,F33P1_66632,65697.8166259169,19241.5232273839
memory CD4+ T cells,Regulatory T cells,66761.0,F33P1_66761,70558.7759815243,18994.545034642
stromal cells,Stromal,67198.0,F33P1_67198,68652.5700712589,19235.1852731591
stromal cells,Stromal,67235.0,F33P1_67235,67609.4266666667,18975.9026666667
stromal cells,Stromal,67264.0,F33P1_67264,71120.609929078,18280.7470449173
CD4+ T cells,CD4+ T cells,67400.0,F33P1_67400,70242.6549118388,18490.8236775819
CD4+ T cells,CD4+ T cells,67988.0,F33P1_67988,69877.8188235294,19247.6
CD4+ T cells,CD4+ T cells,68165.0,F33P1_68165,69040.6350806452,18004.7338709677
CD4+ T cells,CD4+ T cells,68661.0,F33P1_68661,67089.895,19131.0825
endothelial cells,Endothelial,68995.0,F33P1_68995,65044.2721311475,19351.4360655738
CD4+ T cells,CD4+ T cells,69762.0,F33P1_69762,70383.8884297521,19423.2603305785
stromal cells,Stromal,69958.0,F33P1_69958,65653.9822335025,19223.9467005076
stromal cells,Stromal,70258.0,F33P1_70258,69226.4891304348,19306.589673913
stromal cells,Stromal,70731.0,F33P1_70731,70773.8895705521,19202.7914110429
regulatory T cells,Regulatory T cells,71693.0,F33P1_71693,66967.6506329114,19125.253164557
stromal cells,Stromal,72521.0,F33P1_72521,68549.2402088773,18574.0365535248
endothelial cells,Endothelial,73054.0,F33P1_73054,71205.1594202899,19229.4906832298
memory CD4+ T cells,Regulatory T cells,73418.0,F33P1_73418,68690.37470726,19253.18735363
CD4+ T cells,CD4+ T cells,73672.0,F33P1_73672,69343.7119205298,17491.5993377483
effector CD8+ T cells,Effector CD8+ T cells,73681.0,F33P1_73681,68102.613832853,19439.3890489914
stromal cells,Stromal,73848.0,F33P1_73848,70566.1759530792,18941.9002932551
CD4+ T cells,CD4+ T cells,73928.0,F33P1_73928,71106.7272727273,18504.4117647059
stromal cells,Stromal,74558.0,F33P1_74558,69814.9475218659,17921.3352769679
CD4+ T cells,CD4+ T cells,75866.0,F33P1_75866,70677.2687861272,18712.725433526
CD4+ T cells,CD4+ T cells,76493.0,F33P1_76493,68728.237388724,19010.234421365
memory CD4+ T cells,Regulatory T cells,76586.0,F33P1_76586,70571.3955823293,19179.9196787149
CD4+ T cells,CD4+ T cells,76602.0,F33P1_76602,71020.5186246418,18704.0286532951
memory CD4+ T cells,Regulatory T cells,78055.0,F33P1_78055,69067.5502645503,19402.2010582011
CD4+ T cells,CD4+ T cells,79336.0,F33P1_79336,68525.53894081,19443.4859813084
memory CD4+ T cells,Regulatory T cells,80755.0,F33P1_80755,67280.5742574258,19092.5
stromal cells,Stromal,80929.0,F33P1_80929,66867.3739376771,19454.2294617564
stromal cells,Stromal,82239.0,F33P1_82239,67934.7927927928,18746.3626126126
stromal cells,Stromal,82298.0,F33P1_82298,70978.0388219545,17737.8862115127
CD4+ T cells,CD4+ T cells,82872.0,F33P1_82872,68816.6688311688,17413.6850649351
endothelial cells,Endothelial,83263.0,F33P1_83263,70776.8203125,18789.6171875
stromal cells,Stromal,83354.0,F33P1_83354,69939.3286219081,19160.3745583039
CD4+ T cells,CD4+ T cells,83899.0,F33P1_83899,70758.328,18542.468
CD4+ T cells,CD4+ T cells,85102.0,F33P1_85102,70750.8993288591,19241.9932885906
CD4+ T cells,CD4+ T cells,85318.0,F33P1_85318,70691.4452736318,19277.7711442786
stromal cells,Stromal,86474.0,F33P1_86474,69771.42228739,18162.5586510264
regulatory T cells,Regulatory T cells,86487.0,F33P1_86487,68842.2946859903,19015.1014492754
stromal cells,Stromal,86751.0,F33P1_86751,70306.2981744422,19214.3448275862
CD4+ T cells,CD4+ T cells,86887.0,F33P1_86887,71211.4588014981,17806.9288389513
endothelial cells,Endothelial,87479.0,F33P1_87479,70398.3494423792,18159.4275092937
CD4+ T cells,CD4+ T cells,87534.0,F33P1_87534,69411.5774336283,17557.3628318584
stromal cells,Stromal,87537.0,F33P1_87537,67552.9948717949,19224.1179487179
endothelial cells,Endothelial,88109.0,F33P1_88109,70092.7894736842,18475.4692982456
endothelial cells,Endothelial,88418.0,F33P1_88418,71396.7089337176,18812.1585014409
stromal cells,Stromal,89329.0,F33P1_89329,70950.0670103093,18506.2422680412
stromal cells,Stromal,89567.0,F33P1_89567,70235.2364273205,17548.6217162872
endothelial cells,Endothelial,89574.0,F33P1_89574,71013.9051094891,18198.3503649635
CD4+ T cells,CD4+ T cells,90312.0,F33P1_90312,64869.51953125,19238.578125
CD4+ T cells,CD4+ T cells,91385.0,F33P1_91385,70324.803986711,18808.0531561462
CD4+ T cells,CD4+ T cells,91444.0,F33P1_91444,68604.8322981367,19245.1925465839
stromal cells,Stromal,91674.0,F33P1_91674,71331.2134146341,18207.9390243902
CD4+ T cells,CD4+ T cells,91845.0,F33P1_91845,69658.3699421965,19175.1271676301
neutrophils,Neutrophils,92917.0,F33P1_92917,70239.6060606061,17426.9818181818
B cells,B cells,93042.0,F33P1_93042,71380.9393939394,18661.9141414141
stromal cells,Stromal,93113.0,F33P1_93113,68562.9805447471,18873.560311284
stromal cells,Stromal,94041.0,F33P1_94041,70449.3333333333,19132.5923566879
stromal cells,Stromal,94097.0,F33P1_94097,70650.777258567,17771.8753894081
stromal cells,Stromal,94958.0,F33P1_94958,71218.2156862745,18705.3557422969
CD4+ T cells,CD4+ T cells,95282.0,F33P1_95282,68579.447761194,19301.2281449893
stromal cells,Stromal,95554.0,F33P1_95554,71337.2784313725,18511.0509803922
endothelial cells,Endothelial,96669.0,F33P1_96669,70997.059139785,18199.4784946237
CD4+ T cells,CD4+ T cells,96871.0,F33P1_96871,70522.9927007299,19232.3467153285
CD4+ T cells,CD4+ T cells,97554.0,F33P1_97554,70201.5043859649,18910.475877193
memory CD8+ T cells,Effector CD8+ T cells,97914.0,F33P1_97914,66879.9682997118,19404.8242074928
stromal cells,Stromal,98362.0,F33P1_98362,68106.9115479115,18392.6707616708
CD4+ T cells,CD4+ T cells,98984.0,F33P1_98984,70431.5076923077,19322.3461538462
CD4+ T cells,CD4+ T cells,99353.0,F33P1_99353,67633.8545994065,19289.8605341246
stromal cells,Stromal,99510.0,F33P1_99510,68890.3212669683,19224.4524886878
stromal cells,Stromal,99983.0,F33P1_99983,69577.6503667482,18810.4645476773
stromal cells,Stromal,100054.0,F33P1_100054,69834.2906793049,17497.6856240126
endothelial cells,Endothelial,100668.0,F33P1_100668,71208.19375,19259.0541666667
endothelial cells,Endothelial,100678.0,F33P1_100678,70570.0956937799,18151.04784689
CD4+ T cells,CD4+ T cells,101755.0,F33P1_101755,67134.5714285714,19485.306122449
CD4+ T cells,CD4+ T cells,102139.0,F33P1_102139,68515.1194029851,19228.3965884861
CD4+ T cells,CD4+ T cells,102248.0,F33P1_102248,68979.2169811321,17594.6528301887
CD4+ T cells,CD4+ T cells,102403.0,F33P1_102403,67882.135391924,18534.8194774347
CD4+ T cells,CD4+ T cells,103220.0,F33P1_103220,66378.2288828338,19379.1089918256
stromal cells,Stromal,104353.0,F33P1_104353,71015.5546391753,19013.612371134
stromal cells,Stromal,106640.0,F33P1_106640,69063.9523809524,18646.8047619048
CD4+ T cells,CD4+ T cells,106688.0,F33P1_106688,70760.92,18178.3733333333
stromal cells,Stromal,107806.0,F33P1_107806,70648.6026200873,18823.7510917031
stromal cells,Stromal,108365.0,F33P1_108365,66943.1607142857,19134.9246031746
stromal cells,Stromal,108815.0,F33P1_108815,67043.2627737226,19401.7153284672
stromal cells,Stromal,109641.0,F33P1_109641,70179.4096385542,18888.9236947791
stromal cells,Stromal,110087.0,F33P1_110087,68966.6840659341,18593.5549450549
CD4+ T cells,CD4+ T cells,110829.0,F33P1_110829,69674.1682847896,18768.7216828479
stromal cells,Stromal,111028.0,F33P1_111028,69556.4250614251,18980.2285012285
stromal cells,Stromal,111689.0,F33P1_111689,70867.6254125413,17755.7178217822
stromal cells,Stromal,111831.0,F33P1_111831,70196.899543379,18552.2328767123
stromal cells,Stromal,113473.0,F33P1_113473,70904.2645914397,18386.3385214008
CD4+ T cells,CD4+ T cells,113746.0,F33P1_113746,69058.0966981132,18852.3820754717
stromal cells,Stromal,114225.0,F33P1_114225,66992.2806324111,19001.7075098814
CD4+ T cells,CD4+ T cells,114564.0,F33P1_114564,68813.143442623,18037.6844262295
effector CD8+ T cells,Effector CD8+ T cells,114970.0,F33P1_114970,66604.8552188552,19264.6094276094
stromal cells,Stromal,115596.0,F33P1_115596,69186.9931972789,17451.768707483
M2 macrophages,M2 macrophages,115624.0,F33P1_115624,70477.9162303665,17596.9476439791
CD4+ T cells,CD4+ T cells,116130.0,F33P1_116130,69879.0317002882,18943.121037464
stromal cells,Stromal,116385.0,F33P1_116385,69157.5364431487,19338.7609329446
CD4+ T cells,CD4+ T cells,116622.0,F33P1_116622,69087.4012345679,19060.2736625514
CD4+ T cells,CD4+ T cells,116880.0,F33P1_116880,70649.9942528736,19061.9540229885
CD4+ T cells,CD4+ T cells,117913.0,F33P1_117913,69320.300330033,18422.2145214521
CD4+ T cells,CD4+ T cells,118981.0,F33P1_118981,70312.7441364606,18421.8869936034
stromal cells,Stromal,119755.0,F33P1_119755,70943.8129251701,18204.0510204082
stromal cells,Stromal,119783.0,F33P1_119783,70036.5434782609,18578.097826087
memory CD4+ T cells,Regulatory T cells,119905.0,F33P1_119905,70903.5871794872,18836.917948718
stromal cells,Stromal,120615.0,F33P1_120615,71125.879587156,17940.9392201835
endothelial cells,Endothelial,120981.0,F33P1_120981,70027.9847908745,19354.1178707224
CD4+ T cells,CD4+ T cells,121126.0,F33P1_121126,71197.3529411765,18445.4215686275
stromal cells,Stromal,121306.0,F33P1_121306,70437.7210884354,17519.9523809524
stromal cells,Stromal,121652.0,F33P1_121652,70530.6415770609,18101.6379928315
regulatory T cells,Regulatory T cells,122153.0,F33P1_122153,66599.8158640227,19106.7648725213
CD4+ T cells,CD4+ T cells,123652.0,F33P1_123652,68266.7052631579,19468.6131578947
CD4+ T cells,CD4+ T cells,124762.0,F33P1_124762,70535.3621169916,18396.1587743733
endothelial cells,Endothelial,126289.0,F33P1_126289,70898.8294797688,18279.5144508671
CD4+ T cells,CD4+ T cells,126825.0,F33P1_126825,68577.2102272727,18900.6818181818
endothelial cells,Endothelial,128962.0,F33P1_128962,70652.6329787234,18699.5744680851
stromal cells,Stromal,129417.0,F33P1_129417,68801.3769633508,18957.2408376963
endothelial cells,Endothelial,130223.0,F33P1_130223,70905.9829424307,18306.9360341151
CD4+ T cells,CD4+ T cells,130295.0,F33P1_130295,70863.7552238806,19247.9552238806
CD4+ T cells,CD4+ T cells,131561.0,F33P1_131561,67882.3624595469,18704.0
memory CD4+ T cells,Regulatory T cells,131620.0,F33P1_131620,70315.1276102088,19013.3085846868
CD4+ T cells,CD4+ T cells,131718.0,F33P1_131718,69393.9855595668,18729.1985559567
CD4+ T cells,CD4+ T cells,132294.0,F33P1_132294,69674.28,18320.264
endothelial cells,Endothelial,132711.0,F33P1_132711,68306.6565656566,18854.1515151515
CD4+ T cells,CD4+ T cells,133006.0,F33P1_133006,70566.0116731518,19200.2723735409
CD4+ T cells,CD4+ T cells,133039.0,F33P1_133039,67197.266798419,19271.4229249012
stromal cells,Stromal,133513.0,F33P1_133513,68601.2917594655,19055.7305122494
stromal cells,Stromal,133843.0,F33P1_133843,68777.5254237288,18884.9661016949
effector CD8+ T cells,Effector CD8+ T cells,134292.0,F33P1_134292,66574.3093922652,19115.2209944751
endothelial cells,Endothelial,135162.0,F33P1_135162,71322.9598662207,18038.0267558528
stromal cells,Stromal,135572.0,F33P1_135572,69989.4538745387,18701.9003690037
CD4+ T cells,CD4+ T cells,136788.0,F33P1_136788,67889.2154882155,19224.3400673401
endothelial cells,Endothelial,136964.0,F33P1_136964,70998.6875,18695.8888888889
CD4+ T cells,CD4+ T cells,137186.0,F33P1_137186,66745.4864864865,19142.8378378378
stromal cells,Stromal,137386.0,F33P1_137386,71256.4107648725,18985.6968838527
CD4+ T cells,CD4+ T cells,137463.0,F33P1_137463,70269.2920110193,17756.914600551
stromal cells,Stromal,137466.0,F33P1_137466,67686.5135135135,19332.2393822394
endothelial cells,Endothelial,138473.0,F33P1_138473,67486.6428571429,19271.2244897959
CD4+ T cells,CD4+ T cells,139800.0,F33P1_139800,70617.6153846154,18683.641025641
CD4+ T cells,CD4+ T cells,139902.0,F33P1_139902,70255.5676190476,19229.6095238095
endothelial cells,Endothelial,141054.0,F33P1_141054,70707.4,18233.1547169811
memory CD4+ T cells,Regulatory T cells,142120.0,F33P1_142120,68753.4444444444,19075.1246612466
CD4+ T cells,CD4+ T cells,142506.0,F33P1_142506,70433.0173697271,18705.4813895782
stromal cells,Stromal,142791.0,F33P1_142791,69779.478021978,18493.3076923077
CD4+ T cells,CD4+ T cells,143059.0,F33P1_143059,68214.5742296919,19129.1764705882
stromal cells,Stromal,143349.0,F33P1_143349,69922.8097560976,19298.5756097561
CD4+ T cells,CD4+ T cells,144045.0,F33P1_144045,69090.7533039648,18577.0440528634
endothelial cells,Endothelial,144114.0,F33P1_144114,70587.6513157895,18453.6469298246
CD4+ T cells,CD4+ T cells,144242.0,F33P1_144242,69805.4213483146,18665.7331460674
endothelial cells,Endothelial,144460.0,F33P1_144460,71038.8634146342,18836.0634146341
CD4+ T cells,CD4+ T cells,144767.0,F33P1_144767,68363.0162601626,19275.9647696477
stromal cells,Stromal,145430.0,F33P1_145430,69895.975,17511.0392857143
stromal cells,Stromal,146062.0,F33P1_146062,70528.4519906323,17560.2903981265
regulatory T cells,Regulatory T cells,146240.0,F33P1_146240,69132.2776349614,19260.2699228792
CD4+ T cells,CD4+ T cells,146280.0,F33P1_146280,67924.0431034483,18665.9504310345
neutrophils,Neutrophils,148108.0,F33P1_148108,70674.269035533,18540.6649746193
CD4+ T cells,CD4+ T cells,148338.0,F33P1_148338,68784.3242320819,17864.6552901024
CD4+ T cells,CD4+ T cells,148942.0,F33P1_148942,70406.0564516129,18408.123655914
CD4+ T cells,CD4+ T cells,149340.0,F33P1_149340,70696.5817610063,17894.3144654088
stromal cells,Stromal,149627.0,F33P1_149627,69557.5814606742,17979.0393258427
CD4+ T cells,CD4+ T cells,149927.0,F33P1_149927,67522.2107843137,18959.4117647059
CD4+ T cells,CD4+ T cells,150523.0,F33P1_150523,70217.5034013606,19192.2517006803
stromal cells,Stromal,150566.0,F33P1_150566,70266.968115942,18743.1246376812
CD4+ T cells,CD4+ T cells,150686.0,F33P1_150686,66904.2887323944,19114.7218309859
memory CD4+ T cells,Regulatory T cells,150754.0,F33P1_150754,70479.6403061225,18976.5484693878
CD4+ T cells,CD4+ T cells,151211.0,F33P1_151211,70430.7076023392,18981.6403508772
CD4+ T cells,CD4+ T cells,151251.0,F33P1_151251,69235.3386363636,17702.8954545455
stromal cells,Stromal,151797.0,F33P1_151797,70475.1771217712,18897.3357933579
CD4+ T cells,CD4+ T cells,151852.0,F33P1_151852,70250.5582329317,19258.4859437751
stromal cells,Stromal,152000.0,F33P1_152000,69554.5609756098,17894.762195122
memory CD4+ T cells,Regulatory T cells,152053.0,F33P1_152053,69559.9612068966,18756.0
CD4+ T cells,CD4+ T cells,152436.0,F33P1_152436,70954.9304703477,18085.4396728016
stromal cells,Stromal,153303.0,F33P1_153303,69301.7525773196,18806.0824742268
endothelial cells,Endothelial,153700.0,F33P1_153700,69101.4888888889,18074.4044444444
endothelial cells,Endothelial,155316.0,F33P1_155316,71332.6575342466,18603.1095890411
CD4+ T cells,CD4+ T cells,156216.0,F33P1_156216,69313.2784090909,18708.2215909091
stromal cells,Stromal,156599.0,F33P1_156599,70411.3537284895,19226.2275334608
CD4+ T cells,CD4+ T cells,156774.0,F33P1_156774,70429.1306666667,18493.3946666667
stromal cells,Stromal,157649.0,F33P1_157649,70293.0769230769,18857.8351648352
CD4+ T cells,CD4+ T cells,158082.0,F33P1_158082,69902.2866894198,18578.7337883959
CD4+ T cells,CD4+ T cells,158306.0,F33P1_158306,68121.8376470588,19131.8705882353
stromal cells,Stromal,158658.0,F33P1_158658,68216.9463806971,19013.6756032172
CD4+ T cells,CD4+ T cells,160392.0,F33P1_160392,68581.1328125,19143.427734375
stromal cells,Stromal,160595.0,F33P1_160595,70120.8964143426,18949.5418326693
