phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
tumor cells,Tumor,8852.0,F82P1_8852,32673.6805251641,6023.8227571116
tumor cells,Tumor,8885.0,F82P1_8885,31226.8674911661,4536.76148409894
tumor cells,Tumor,8949.0,F82P1_8949,32136.1496062992,6041.50787401575
tumor cells,Tumor,8954.0,F82P1_8954,32341.4393939394,5632.35497835498
Ki67+ tumor cells,Ki67+ tumor,8999.0,F82P1_8999,33706.6216216216,5896.93873873874
Ki67+ tumor cells,Ki67+ tumor,9039.0,F82P1_9039,33998.1395348837,5609.37726098191
Ki67+ tumor cells,Ki67+ tumor,9067.0,F82P1_9067,34566.5819935691,5896.16398713826
tumor cells,Tumor,9097.0,F82P1_9097,33257.0860465116,5003.97906976744
tumor cells,Tumor,9114.0,F82P1_9114,32660.6635730858,5839.42459396752
tumor cells,Tumor,9164.0,F82P1_9164,32297.8147482014,5855.38309352518
tumor cells,Tumor,9168.0,F82P1_9168,34839.9623529412,6196.33411764706
Ki67+ tumor cells,Ki67+ tumor,9212.0,F82P1_9212,34523.6645768025,5904.61755485893
Ki67+ tumor cells,Ki67+ tumor,9293.0,F82P1_9293,33761.792746114,5762.73575129534
tumor cells,Tumor,9333.0,F82P1_9333,34745.2238193019,6209.60780287474
tumor cells,Tumor,9372.0,F82P1_9372,34226.2061068702,6257.49236641221
tumor cells,Tumor,9410.0,F82P1_9410,34767.9869848156,6253.11062906725
tumor cells,Tumor,9496.0,F82P1_9496,34423.4346504559,6646.85714285714
tumor cells,Tumor,9589.0,F82P1_9589,34604.6851851852,6184.15079365079
tumor cells,Tumor,9670.0,F82P1_9670,33297.7088607595,4652.26835443038
Ki67+ tumor cells,Ki67+ tumor,9879.0,F82P1_9879,31206.8943661972,4604.81924882629
tumor cells,Tumor,9909.0,F82P1_9909,34501.3422619048,6305.45238095238
tumor cells,Tumor,9910.0,F82P1_9910,33436.3919860627,4325.38327526132
Ki67+ tumor cells,Ki67+ tumor,9949.0,F82P1_9949,32645.9660056657,6049.84135977337
tumor cells,Tumor,10220.0,F82P1_10220,32027.5261780105,6243.18062827225
tumor cells,Tumor,10279.0,F82P1_10279,32129.8106796117,5984.62783171521
effector CD8+ T cells,Effector CD8+ T cells,10301.0,F82P1_10301,34940.2743589744,5554.6641025641
tumor cells,Tumor,10366.0,F82P1_10366,32053.911827957,6030.96129032258
Ki67+ tumor cells,Ki67+ tumor,10414.0,F82P1_10414,33651.4771863118,6092.47338403042
Ki67+ tumor cells,Ki67+ tumor,10428.0,F82P1_10428,33796.2767441861,5619.46744186047
tumor cells,Tumor,10429.0,F82P1_10429,32659.4292682927,5886.7243902439
tumor cells,Tumor,10456.0,F82P1_10456,34400.2832244009,6435.25272331155
Ki67+ tumor cells,Ki67+ tumor,10498.0,F82P1_10498,31862.1514285714,6222.58285714286
Ki67+ tumor cells,Ki67+ tumor,10518.0,F82P1_10518,33875.095959596,5990.38888888889
tumor cells,Tumor,10577.0,F82P1_10577,32157.6119402985,5393.33333333333
Ki67+ tumor cells,Ki67+ tumor,10609.0,F82P1_10609,33252.7824675325,5411.28246753247
tumor cells,Tumor,10632.0,F82P1_10632,33343.6170678337,4580.56673960613
Ki67+ tumor cells,Ki67+ tumor,10656.0,F82P1_10656,34977.8524590164,5556.62112932605
tumor cells,Tumor,10695.0,F82P1_10695,32260.9315068493,5565.56413449564
tumor cells,Tumor,10824.0,F82P1_10824,31869.4330708661,5891.5249343832
tumor cells,Tumor,10856.0,F82P1_10856,31445.5446927374,5064.66480446927
Ki67+ tumor cells,Ki67+ tumor,10959.0,F82P1_10959,31321.9688195991,4816.18708240535
tumor cells,Tumor,10968.0,F82P1_10968,34347.5679245283,6180.58867924528
tumor cells,Tumor,10981.0,F82P1_10981,32049.175257732,4638.20360824742
tumor cells,Tumor,11044.0,F82P1_11044,32136.4982698962,5648.07093425606
tumor cells,Tumor,11140.0,F82P1_11140,34807.7790055249,6678.85082872928
tumor cells,Tumor,11193.0,F82P1_11193,34351.6222707424,5950.31441048035
Ki67+ tumor cells,Ki67+ tumor,11263.0,F82P1_11263,31958.0208955224,6077.45671641791
tumor cells,Tumor,11442.0,F82P1_11442,31267.4834254144,4630.08011049724
Ki67+ tumor cells,Ki67+ tumor,11490.0,F82P1_11490,32505.9748549323,6056.51063829787
tumor cells,Tumor,11616.0,F82P1_11616,32178.4563380282,5993.73802816901
tumor cells,Tumor,11632.0,F82P1_11632,31269.4188405797,4443.42608695652
tumor cells,Tumor,11723.0,F82P1_11723,34560.9270588235,6475.14823529412
Ki67+ tumor cells,Ki67+ tumor,11740.0,F82P1_11740,31449.7168539326,5534.7797752809
tumor cells,Tumor,11860.0,F82P1_11860,31871.0790123457,6132.91358024691
tumor cells,Tumor,11865.0,F82P1_11865,33326.4,4648.28059701493
Ki67+ tumor cells,Ki67+ tumor,11882.0,F82P1_11882,32489.9527186761,6005.09929078014
tumor cells,Tumor,11948.0,F82P1_11948,32281.1047619048,4948.56190476191
